timestamp,temperature_c,humidity_pct,wind_kph,condition
2020-01-02T10:00:00,17.2,44.1,13.2,Clear
2020-01-02T11:00:00,18.0,50.4,19.7,Clear
2020-01-02T12:00:00,20.4,31.1,18.9,Clear
2020-01-02T13:00:00,24.7,28.7,23.2,Clear
2020-01-02T14:00:00,26.4,33.4,19.6,Clear
2020-01-02T15:00:00,29.9,18.1,18.9,Clear
2020-01-02T16:00:00,27.8,20.6,23.5,Clear
2020-01-02T17:00:00,29.4,29.7,23.3,Clear
2020-01-02T18:00:00,30.4,21.1,17.6,Clear
2020-01-02T19:00:00,31.0,28.2,23.4,Clear
2020-01-02T20:00:00,28.0,27.7,22.9,Clear
2020-01-02T21:00:00,28.3,30.7,18.6,Clear
2020-01-02T22:00:00,22.0,36.4,19.1,Clear
2020-01-02T23:00:00,20.7,40.7,17.4,Clear
2020-01-03T00:00:00,18.5,42.6,16.2,Clear
2020-01-03T01:00:00,14.6,58.8,18.1,Clear
2020-01-03T02:00:00,13.7,59.0,8.7,Clear
2020-01-03T03:00:00,16.0,60.2,10.5,Clear
2020-01-03T04:00:00,14.4,73.9,13.6,Clear
2020-01-03T05:00:00,9.1,65.0,14.5,Clear
2020-01-03T06:00:00,13.0,53.3,17.7,Clear
2020-01-03T07:00:00,13.6,58.9,10.9,Clear
2020-01-03T08:00:00,12.7,59.6,17.9,Clear
2020-01-03T09:00:00,16.0,60.7,15.4,Clear
2020-01-03T10:00:00,19.7,57.1,20.6,Clear
2020-01-03T11:00:00,19.2,43.9,22.8,Clear
2020-01-03T12:00:00,23.9,38.3,21.3,Clear
2020-01-03T13:00:00,26.1,42.9,21.2,Clear
2020-01-03T14:00:00,26.3,37.0,15.6,Clear
2020-01-03T15:00:00,27.6,27.9,17.5,Clear
2020-01-03T16:00:00,27.5,36.5,21.4,Clear
2020-01-03T17:00:00,30.8,21.4,21.5,Clear
2020-01-03T18:00:00,32.0,34.8,20.6,Clear
2020-01-03T19:00:00,30.8,30.2,18.0,Clear
2020-01-03T20:00:00,24.1,30.5,19.3,Clear
2020-01-03T21:00:00,24.1,35.7,20.5,Clear
2020-01-03T22:00:00,24.0,41.3,16.6,Clear
2020-01-03T23:00:00,23.4,47.8,25.1,Clear
2020-01-04T00:00:00,18.4,46.8,15.4,Clear
2020-01-04T01:00:00,15.4,51.6,14.9,Clear
2020-01-04T02:00:00,13.7,70.6,19.6,Clear
2020-01-04T03:00:00,12.6,56.7,8.9,Clear
2020-01-04T04:00:00,12.6,60.8,16.1,Clear
2020-01-04T05:00:00,10.5,59.4,6.5,Clear
2020-01-04T06:00:00,13.4,58.9,13.4,Clear
2020-01-04T07:00:00,11.3,63.1,12.0,Clear
2020-01-04T08:00:00,12.2,69.1,14.5,Clear
2020-01-04T09:00:00,16.4,52.3,14.6,Clear
2020-01-04T10:00:00,19.6,55.3,20.9,Clear
2020-01-04T11:00:00,17.8,50.4,20.1,Clear
2020-01-04T12:00:00,23.6,42.5,15.1,Clear
2020-01-04T13:00:00,25.5,31.0,23.1,Clear
2020-01-04T14:00:00,28.0,38.7,19.4,Clear
2020-01-04T15:00:00,26.9,33.7,28.7,Clear
2020-01-04T16:00:00,29.2,27.3,26.1,Clear
2020-01-04T17:00:00,28.1,27.5,29.0,Clear
2020-01-04T18:00:00,28.3,30.3,20.4,Clear
2020-01-04T19:00:00,28.7,32.7,17.1,Clear
2020-01-04T20:00:00,25.4,39.7,20.2,Clear
2020-01-04T21:00:00,24.1,39.6,24.4,Clear
2020-01-04T22:00:00,23.1,45.5,18.1,Clear
2020-01-04T23:00:00,19.1,41.2,20.0,Clear
2020-01-05T00:00:00,18.4,55.9,19.9,Clear
2020-01-05T01:00:00,15.2,53.5,19.0,Clear
2020-01-05T02:00:00,14.3,61.8,14.1,Clear
2020-01-05T03:00:00,13.7,65.9,13.1,Clear
2020-01-05T04:00:00,12.7,62.7,12.5,Clear
2020-01-05T05:00:00,12.3,60.8,8.7,Clear
2020-01-05T06:00:00,12.3,65.7,15.8,Clear
2020-01-05T07:00:00,12.7,64.0,13.6,Clear
2020-01-05T08:00:00,16.3,58.6,14.3,Clear
2020-01-05T09:00:00,15.5,59.4,14.6,Clear
2020-01-05T10:00:00,16.8,47.5,17.2,Clear
2020-01-05T11:00:00,21.8,52.9,14.0,Clear
2020-01-05T12:00:00,24.3,38.4,16.8,Clear
2020-01-05T13:00:00,26.1,36.3,26.0,Clear
2020-01-05T14:00:00,27.8,26.0,20.1,Clear
2020-01-05T15:00:00,27.7,25.4,21.4,Clear
2020-01-05T16:00:00,29.3,27.1,26.1,Clear
2020-01-05T17:00:00,28.6,30.2,22.4,Clear
2020-01-05T18:00:00,29.7,20.5,20.7,Clear
2020-01-05T19:00:00,30.3,28.6,14.9,Clear
2020-01-05T20:00:00,26.2,37.7,19.7,Clear
2020-01-05T21:00:00,25.8,30.9,16.1,Clear
2020-01-05T22:00:00,24.9,41.8,18.4,Clear
2020-01-05T23:00:00,20.6,42.4,21.3,Clear
2020-01-06T00:00:00,18.8,50.1,16.6,Clear
2020-01-06T01:00:00,16.4,56.2,7.3,Clear
2020-01-06T02:00:00,11.3,68.0,14.4,Clear
2020-01-06T03:00:00,13.2,61.5,13.4,Clear
2020-01-06T04:00:00,14.0,72.1,15.1,Clear
2020-01-06T05:00:00,14.7,58.7,15.1,Clear
2020-01-06T06:00:00,9.7,74.2,15.8,Clear
2020-01-06T07:00:00,15.3,67.3,13.6,Clear
2020-01-06T08:00:00,12.5,59.7,10.8,Clear
2020-01-06T09:00:00,14.4,59.0,13.8,Clear
2020-01-06T10:00:00,16.5,48.1,13.8,Clear
2020-01-06T11:00:00,21.2,36.9,18.8,Clear
2020-01-06T12:00:00,20.9,36.1,16.9,Clear
2020-01-06T13:00:00,24.2,28.8,15.9,Clear
2020-01-06T14:00:00,26.6,28.9,20.9,Clear
2020-01-06T15:00:00,29.2,21.2,20.1,Clear
2020-01-06T16:00:00,27.2,34.3,18.9,Clear
2020-01-06T17:00:00,27.0,28.8,15.3,Clear
2020-01-06T18:00:00,25.8,14.3,19.0,Clear
2020-01-06T19:00:00,28.2,28.0,26.8,Clear
2020-01-06T20:00:00,24.9,36.2,19.7,Clear
2020-01-06T21:00:00,24.4,32.1,14.5,Clear
2020-01-06T22:00:00,22.2,32.0,12.3,Clear
2020-01-06T23:00:00,21.2,49.0,17.5,Clear
2020-01-07T00:00:00,17.8,46.6,9.2,Clear
2020-01-07T01:00:00,16.7,59.1,13.1,Clear
2020-01-07T02:00:00,14.0,61.7,14.9,Clear
2020-01-07T03:00:00,12.5,63.9,6.8,Clear
2020-01-07T04:00:00,10.9,67.9,15.8,Clear
2020-01-07T05:00:00,13.1,64.4,8.0,Clear
2020-01-07T06:00:00,12.3,71.0,13.9,Clear
2020-01-07T07:00:00,13.0,70.8,17.4,Clear
2020-01-07T08:00:00,13.1,65.8,15.2,Clear
2020-01-07T09:00:00,16.7,53.3,12.4,Clear
2020-01-07T10:00:00,17.6,49.2,15.8,Clear
2020-01-07T11:00:00,20.3,31.7,17.2,Clear
2020-01-07T12:00:00,23.0,41.1,17.0,Clear
2020-01-07T13:00:00,25.0,38.5,19.2,Clear
2020-01-07T14:00:00,27.9,31.9,20.7,Clear
2020-01-07T15:00:00,25.4,26.8,20.1,Clear
2020-01-07T16:00:00,30.5,19.2,22.7,Clear
2020-01-07T17:00:00,29.6,22.1,21.8,Clear
2020-01-07T18:00:00,28.9,21.2,21.3,Clear
2020-01-07T19:00:00,27.8,26.0,22.3,Clear
2020-01-07T20:00:00,26.7,39.8,22.4,Clear
2020-01-07T21:00:00,24.2,28.2,14.4,Clear
2020-01-07T22:00:00,23.0,36.4,18.9,Clear
2020-01-07T23:00:00,18.6,43.1,14.7,Clear
2020-01-08T00:00:00,19.2,47.4,12.7,Clear
2020-01-08T01:00:00,15.8,51.7,10.3,Clear
2020-01-08T02:00:00,15.2,60.9,9.8,Clear
2020-01-08T03:00:00,13.0,67.3,6.7,Clear
2020-01-08T04:00:00,11.9,62.5,7.8,Clear
2020-01-08T05:00:00,12.1,63.0,15.2,Clear
2020-01-08T06:00:00,14.2,62.8,7.7,Clear
2020-01-08T07:00:00,13.5,62.7,13.8,Clear
2020-01-08T08:00:00,16.0,53.6,19.1,Clear
2020-01-08T09:00:00,14.7,58.1,13.1,Clear
2020-01-08T10:00:00,19.5,54.8,20.2,Clear
2020-01-08T11:00:00,20.3,41.8,18.9,Clear
2020-01-08T12:00:00,19.6,35.7,16.9,Clear
2020-01-08T13:00:00,26.3,29.5,18.2,Clear
2020-01-08T14:00:00,28.4,24.4,18.5,Clear
2020-01-08T15:00:00,27.0,21.7,21.8,Clear
2020-01-08T16:00:00,28.7,21.4,21.3,Clear
2020-01-08T17:00:00,28.9,23.5,21.8,Clear
2020-01-08T18:00:00,28.9,34.7,27.2,Clear
2020-01-08T19:00:00,30.1,24.9,19.9,Clear
2020-01-08T20:00:00,24.9,28.5,15.4,Clear
2020-01-08T21:00:00,28.0,37.0,17.1,Clear
2020-01-08T22:00:00,23.8,38.1,13.2,Clear
2020-01-08T23:00:00,20.7,57.8,15.0,Clear
2020-01-09T00:00:00,17.7,48.6,16.6,Clear
2020-01-09T01:00:00,15.7,53.9,16.4,Clear
2020-01-09T02:00:00,13.1,63.8,14.3,Clear
2020-01-09T03:00:00,12.8,54.4,10.8,Clear
2020-01-09T04:00:00,11.9,65.0,17.3,Clear
2020-01-09T05:00:00,10.2,55.8,7.2,Clear
2020-01-09T06:00:00,11.9,60.1,12.1,Clear
2020-01-09T07:00:00,9.6,68.0,12.3,Clear
2020-01-09T08:00:00,17.2,59.0,7.7,Clear
2020-01-09T09:00:00,13.2,47.0,14.9,Clear
2020-01-09T10:00:00,18.1,52.7,9.6,Clear
2020-01-09T11:00:00,20.7,48.8,16.8,Clear
2020-01-09T12:00:00,21.3,38.5,19.9,Clear
2020-01-09T13:00:00,23.9,29.7,19.0,Clear
2020-01-09T14:00:00,29.2,32.2,16.0,Clear
2020-01-09T15:00:00,31.0,25.4,23.4,Clear
2020-01-09T16:00:00,26.4,21.4,22.9,Clear
2020-01-09T17:00:00,28.0,28.1,25.1,Clear
2020-01-09T18:00:00,28.1,30.5,19.6,Clear
2020-01-09T19:00:00,27.8,27.6,21.3,Clear
2020-01-09T20:00:00,30.0,28.0,19.8,Clear
2020-01-09T21:00:00,25.2,30.9,20.4,Clear
2020-01-09T22:00:00,21.7,33.4,18.1,Clear
2020-01-09T23:00:00,19.4,46.3,19.1,Clear
2020-01-10T00:00:00,18.8,52.2,15.8,Clear
2020-01-10T01:00:00,17.2,55.7,11.7,Clear
2020-01-10T02:00:00,14.7,61.2,16.8,Clear
2020-01-10T03:00:00,12.4,67.4,14.0,Clear
2020-01-10T04:00:00,12.8,71.1,14.1,Clear
2020-01-10T05:00:00,13.8,63.3,7.9,Clear
2020-01-10T06:00:00,11.8,69.3,12.1,Clear
2020-01-10T07:00:00,14.3,55.7,8.1,Clear
2020-01-10T08:00:00,14.0,59.7,13.4,Clear
2020-01-10T09:00:00,15.1,55.2,19.6,Clear
2020-01-10T10:00:00,19.5,56.1,18.1,Clear
2020-01-10T11:00:00,22.2,55.9,16.2,Clear
2020-01-10T12:00:00,22.9,49.7,13.4,Clear
2020-01-10T13:00:00,22.6,41.9,20.7,Clear
2020-01-10T14:00:00,27.5,36.6,18.1,Clear
2020-01-10T15:00:00,27.3,21.1,19.0,Clear
2020-01-10T16:00:00,26.5,20.8,20.3,Clear
2020-01-10T17:00:00,29.7,26.1,18.9,Clear
2020-01-10T18:00:00,29.5,28.6,20.2,Clear
2020-01-10T19:00:00,28.5,23.5,19.6,Clear
2020-01-10T20:00:00,25.2,37.5,21.2,Clear
2020-01-10T21:00:00,23.7,33.7,20.5,Clear
2020-01-10T22:00:00,21.0,43.2,16.6,Clear
2020-01-10T23:00:00,21.8,49.6,19.3,Clear
2020-01-11T00:00:00,18.8,44.6,19.2,Clear
2020-01-11T01:00:00,18.2,49.3,14.4,Clear
2020-01-11T02:00:00,14.4,69.8,14.7,Clear
2020-01-11T03:00:00,11.4,65.6,13.8,Clear
2020-01-11T04:00:00,14.0,63.0,14.3,Clear
2020-01-11T05:00:00,14.0,68.4,16.8,Clear
2020-01-11T06:00:00,15.7,65.0,10.6,Clear
2020-01-11T07:00:00,13.5,59.4,10.4,Clear
2020-01-11T08:00:00,16.5,52.3,19.8,Clear
2020-01-11T09:00:00,14.4,62.4,14.8,Clear
2020-01-11T10:00:00,18.2,52.1,21.8,Clear
2020-01-11T11:00:00,19.5,39.6,16.5,Clear
2020-01-11T12:00:00,20.7,46.9,18.1,Clear
2020-01-11T13:00:00,23.4,34.9,18.0,Clear
2020-01-11T14:00:00,27.1,36.1,19.2,Clear
2020-01-11T15:00:00,26.6,35.7,20.5,Clear
2020-01-11T16:00:00,29.2,28.1,15.7,Clear
2020-01-11T17:00:00,29.1,12.6,25.2,Clear
2020-01-11T18:00:00,30.2,20.4,24.0,Clear
2020-01-11T19:00:00,30.6,27.0,18.4,Clear
2020-01-11T20:00:00,26.7,31.1,22.1,Clear
2020-01-11T21:00:00,24.5,29.7,21.8,Clear
2020-01-11T22:00:00,23.4,49.0,22.1,Clear
2020-01-11T23:00:00,19.8,49.3,16.0,Clear
2020-01-12T00:00:00,15.0,56.9,16.4,Clear
2020-01-12T01:00:00,15.8,45.7,16.0,Clear
2020-01-12T02:00:00,16.8,63.9,9.3,Clear
2020-01-12T03:00:00,11.8,73.6,9.0,Clear
2020-01-12T04:00:00,13.2,72.0,12.6,Clear
2020-01-12T05:00:00,8.0,68.8,19.0,Clear
2020-01-12T06:00:00,11.9,65.3,8.4,Clear
2020-01-12T07:00:00,14.4,64.4,9.7,Clear
2020-01-12T08:00:00,14.3,55.9,14.0,Clear
2020-01-12T09:00:00,17.2,52.8,12.5,Clear
2020-01-12T10:00:00,18.8,57.0,19.4,Clear
2020-01-12T11:00:00,22.1,46.7,15.1,Clear
2020-01-12T12:00:00,20.4,38.6,18.2,Clear
2020-01-12T13:00:00,24.4,38.0,18.2,Clear
2020-01-12T14:00:00,25.3,27.1,17.2,Clear
2020-01-12T15:00:00,28.2,27.2,20.8,Clear
2020-01-12T16:00:00,28.4,29.4,21.3,Clear
2020-01-12T17:00:00,28.1,26.1,24.7,Clear
2020-01-12T18:00:00,28.5,24.6,17.6,Clear
2020-01-12T19:00:00,26.8,35.1,18.5,Clear
2020-01-12T20:00:00,27.6,26.8,18.3,Clear
2020-01-12T21:00:00,22.5,30.3,22.7,Clear
2020-01-12T22:00:00,22.4,37.5,20.8,Clear
2020-01-12T23:00:00,21.0,43.1,17.8,Clear
2020-01-13T00:00:00,17.2,57.4,16.3,Clear
2020-01-13T01:00:00,16.8,55.8,16.5,Clear
2020-01-13T02:00:00,13.3,54.9,14.9,Clear
2020-01-13T03:00:00,15.2,55.9,13.4,Clear
2020-01-13T04:00:00,13.2,60.3,10.0,Clear
2020-01-13T05:00:00,13.5,70.3,12.4,Clear
2020-01-13T06:00:00,13.7,62.2,10.0,Clear
2020-01-13T07:00:00,12.5,60.8,13.0,Clear
2020-01-13T08:00:00,14.1,50.3,12.2,Clear
2020-01-13T09:00:00,18.1,63.6,17.2,Clear
2020-01-13T10:00:00,17.1,48.5,11.8,Clear
2020-01-13T11:00:00,19.5,56.2,14.8,Clear
2020-01-13T12:00:00,24.1,37.0,19.4,Clear
2020-01-13T13:00:00,20.3,40.1,22.4,Clear
2020-01-13T14:00:00,28.2,34.1,22.3,Clear
2020-01-13T15:00:00,26.7,28.1,24.8,Clear
2020-01-13T16:00:00,29.9,20.6,19.9,Clear
2020-01-13T17:00:00,28.0,18.4,17.5,Clear
2020-01-13T18:00:00,28.8,25.2,20.5,Clear
2020-01-13T19:00:00,26.8,26.9,20.8,Clear
2020-01-13T20:00:00,27.2,32.2,19.2,Clear
2020-01-13T21:00:00,25.6,27.6,24.0,Clear
2020-01-13T22:00:00,24.7,40.4,15.4,Clear
2020-01-13T23:00:00,19.2,40.8,15.6,Clear
2020-01-14T00:00:00,17.4,45.9,14.6,Clear
2020-01-14T01:00:00,15.4,49.8,22.1,Clear
2020-01-14T02:00:00,15.3,62.6,17.0,Clear
2020-01-14T03:00:00,14.5,59.0,18.2,Clear
2020-01-14T04:00:00,14.0,65.8,12.5,Clear
2020-01-14T05:00:00,12.6,78.5,10.1,Clear
2020-01-14T06:00:00,11.7,54.8,12.1,Clear
2020-01-14T07:00:00,15.5,58.6,10.9,Clear
2020-01-14T08:00:00,15.4,58.6,15.7,Clear
2020-01-14T09:00:00,15.3,54.7,10.5,Clear
2020-01-14T10:00:00,17.9,52.4,10.2,Clear
2020-01-14T11:00:00,19.9,42.5,16.8,Clear
2020-01-14T12:00:00,21.6,43.1,16.6,Clear
2020-01-14T13:00:00,26.3,38.0,18.6,Clear
2020-01-14T14:00:00,28.4,23.2,23.5,Clear
2020-01-14T15:00:00,27.1,17.4,21.9,Clear
2020-01-14T16:00:00,28.3,27.8,24.4,Clear
2020-01-14T17:00:00,28.8,20.1,21.5,Clear
2020-01-14T18:00:00,31.8,19.7,19.2,Clear
2020-01-14T19:00:00,27.7,31.2,19.2,Clear
2020-01-14T20:00:00,27.5,35.0,17.0,Clear
2020-01-14T21:00:00,25.0,30.4,23.3,Clear
2020-01-14T22:00:00,23.2,37.7,16.4,Clear
2020-01-14T23:00:00,18.6,36.3,17.0,Clear
2020-01-15T00:00:00,19.1,49.3,19.1,Clear
2020-01-15T01:00:00,17.4,52.3,6.3,Clear
2020-01-15T02:00:00,13.8,44.7,16.5,Clear
2020-01-15T03:00:00,16.4,57.7,17.6,Clear
2020-01-15T04:00:00,13.7,70.1,9.4,Clear
2020-01-15T05:00:00,12.2,68.4,16.0,Clear
2020-01-15T06:00:00,12.4,61.7,13.1,Clear
2020-01-15T07:00:00,11.8,69.9,12.2,Clear
2020-01-15T08:00:00,13.8,64.4,15.1,Clear
2020-01-15T09:00:00,17.8,55.5,17.2,Clear
2020-01-15T10:00:00,21.1,57.4,19.5,Clear
2020-01-15T11:00:00,20.2,38.8,15.2,Clear
2020-01-15T12:00:00,21.5,38.3,19.4,Clear
2020-01-15T13:00:00,25.4,32.3,21.0,Clear
2020-01-15T14:00:00,28.1,30.2,21.8,Clear
2020-01-15T15:00:00,26.8,26.1,23.1,Clear
2020-01-15T16:00:00,27.5,25.1,24.1,Clear
2020-01-15T17:00:00,30.2,26.8,24.7,Clear
2020-01-15T18:00:00,26.4,17.5,17.9,Clear
2020-01-15T19:00:00,29.2,26.5,16.9,Clear
2020-01-15T20:00:00,27.0,22.0,17.9,Clear
2020-01-15T21:00:00,21.7,35.0,17.7,Clear
2020-01-15T22:00:00,21.5,38.0,15.9,Clear
2020-01-15T23:00:00,18.2,52.2,19.1,Clear
2020-01-16T00:00:00,16.6,48.6,13.5,Clear
2020-01-16T01:00:00,15.3,54.8,11.7,Clear
2020-01-16T02:00:00,12.4,57.6,16.8,Clear
2020-01-16T03:00:00,10.8,58.2,9.5,Clear
2020-01-16T04:00:00,11.9,63.0,17.5,Clear
2020-01-16T05:00:00,13.2,67.8,16.0,Clear
2020-01-16T06:00:00,14.6,58.5,15.4,Clear
2020-01-16T07:00:00,15.7,54.5,13.5,Clear
2020-01-16T08:00:00,14.8,60.2,11.1,Clear
2020-01-16T09:00:00,15.3,51.6,13.7,Clear
2020-01-16T10:00:00,16.6,49.8,16.9,Clear
2020-01-16T11:00:00,19.1,39.0,21.0,Clear
2020-01-16T12:00:00,23.1,36.5,20.3,Clear
2020-01-16T13:00:00,27.8,40.6,22.3,Clear
2020-01-16T14:00:00,29.0,30.5,21.3,Clear
2020-01-16T15:00:00,27.7,26.5,22.2,Clear
2020-01-16T16:00:00,29.0,16.4,24.1,Clear
2020-01-16T17:00:00,28.6,25.6,20.6,Clear
2020-01-16T18:00:00,30.1,28.3,21.8,Clear
2020-01-16T19:00:00,26.7,26.1,20.2,Clear
2020-01-16T20:00:00,28.5,28.7,20.6,Clear
2020-01-16T21:00:00,21.9,33.5,17.3,Clear
2020-01-16T22:00:00,24.1,35.2,16.6,Clear
2020-01-16T23:00:00,22.3,44.1,14.7,Clear
2020-01-17T00:00:00,13.6,47.0,16.8,Clear
2020-01-17T01:00:00,14.8,58.0,17.7,Clear
2020-01-17T02:00:00,11.2,62.8,14.8,Clear
2020-01-17T03:00:00,14.2,55.1,15.4,Clear
2020-01-17T04:00:00,13.3,75.4,12.8,Clear
2020-01-17T05:00:00,11.6,72.0,14.8,Clear
2020-01-17T06:00:00,12.6,63.9,13.7,Clear
2020-01-17T07:00:00,13.6,54.9,15.1,Clear
2020-01-17T08:00:00,12.7,54.5,8.5,Clear
2020-01-17T09:00:00,16.6,58.2,8.9,Clear
2020-01-17T10:00:00,19.1,60.9,15.1,Clear
2020-01-17T11:00:00,19.7,35.1,17.6,Clear
2020-01-17T12:00:00,22.1,37.4,16.5,Clear
2020-01-17T13:00:00,24.9,37.7,21.1,Clear
2020-01-17T14:00:00,25.8,30.3,24.9,Clear
2020-01-17T15:00:00,27.8,31.5,23.2,Clear
2020-01-17T16:00:00,27.3,33.8,22.2,Clear
2020-01-17T17:00:00,28.6,33.0,20.1,Clear
2020-01-17T18:00:00,28.4,29.3,19.9,Clear
2020-01-17T19:00:00,28.1,26.9,27.2,Clear
2020-01-17T20:00:00,26.7,38.9,19.8,Clear
2020-01-17T21:00:00,24.7,35.2,19.4,Clear
2020-01-17T22:00:00,22.8,40.4,18.5,Clear
2020-01-17T23:00:00,20.9,45.1,22.1,Clear
2020-01-18T00:00:00,17.3,51.2,15.2,Clear
2020-01-18T01:00:00,16.1,43.0,18.0,Clear
2020-01-18T02:00:00,12.4,58.2,11.1,Clear
2020-01-18T03:00:00,14.0,53.9,14.6,Clear
2020-01-18T04:00:00,11.5,77.0,13.9,Clear
2020-01-18T05:00:00,12.9,53.3,14.4,Clear
2020-01-18T06:00:00,12.2,62.8,15.9,Clear
2020-01-18T07:00:00,12.3,74.1,15.9,Clear
2020-01-18T08:00:00,17.0,60.2,14.0,Clear
2020-01-18T09:00:00,18.0,57.7,14.8,Clear
2020-01-18T10:00:00,17.7,55.6,13.8,Clear
2020-01-18T11:00:00,21.6,51.4,16.9,Clear
2020-01-18T12:00:00,26.9,38.6,17.1,Clear
2020-01-18T13:00:00,26.1,32.6,23.3,Clear
2020-01-18T14:00:00,25.5,39.9,18.6,Clear
2020-01-18T15:00:00,28.3,28.4,18.8,Clear
2020-01-18T16:00:00,29.3,19.4,20.7,Clear
2020-01-18T17:00:00,27.3,30.3,21.9,Clear
2020-01-18T18:00:00,28.3,28.2,22.8,Clear
2020-01-18T19:00:00,26.5,33.9,22.1,Clear
2020-01-18T20:00:00,26.5,31.2,25.5,Clear
2020-01-18T21:00:00,25.6,31.0,22.9,Clear
2020-01-18T22:00:00,20.6,41.5,15.9,Clear
2020-01-18T23:00:00,23.1,48.8,13.6,Clear
2020-01-19T00:00:00,17.9,49.9,14.4,Clear
2020-01-19T01:00:00,12.6,62.8,14.2,Clear
2020-01-19T02:00:00,14.0,59.2,15.9,Clear
2020-01-19T03:00:00,13.7,66.4,7.4,Clear
2020-01-19T04:00:00,9.5,55.0,17.2,Clear
2020-01-19T05:00:00,10.3,66.6,11.3,Clear
2020-01-19T06:00:00,11.2,68.0,10.6,Clear
2020-01-19T07:00:00,14.1,60.9,14.6,Clear
2020-01-19T08:00:00,12.5,59.1,10.6,Clear
2020-01-19T09:00:00,17.2,54.6,19.8,Clear
2020-01-19T10:00:00,16.9,47.2,11.2,Clear
2020-01-19T11:00:00,20.4,44.1,17.3,Clear
2020-01-19T12:00:00,23.0,41.1,21.1,Clear
2020-01-19T13:00:00,21.4,29.0,20.1,Clear
2020-01-19T14:00:00,25.5,30.8,19.8,Clear
2020-01-19T15:00:00,26.8,28.9,25.6,Clear
2020-01-19T16:00:00,28.3,20.9,21.5,Clear
2020-01-19T17:00:00,29.4,23.4,21.5,Clear
2020-01-19T18:00:00,30.5,21.4,19.3,Clear
2020-01-19T19:00:00,30.8,25.8,24.3,Clear
2020-01-19T20:00:00,26.5,32.2,16.4,Clear
2020-01-19T21:00:00,27.3,33.5,18.1,Clear
2020-01-19T22:00:00,20.5,37.0,15.6,Clear
2020-01-19T23:00:00,21.2,43.4,17.9,Clear
2020-01-20T00:00:00,16.2,46.6,15.8,Clear
2020-01-20T01:00:00,18.0,58.1,13.8,Clear
2020-01-20T02:00:00,13.8,57.8,18.1,Clear
2020-01-20T03:00:00,12.8,55.2,12.5,Clear
2020-01-20T04:00:00,12.0,64.8,16.3,Clear
2020-01-20T05:00:00,12.5,60.2,7.9,Clear
2020-01-20T06:00:00,10.7,68.1,21.2,Clear
2020-01-20T07:00:00,12.4,59.0,10.5,Clear
2020-01-20T08:00:00,15.0,57.7,13.1,Clear
2020-01-20T09:00:00,16.9,54.4,14.8,Clear
2020-01-20T10:00:00,19.0,48.4,18.0,Clear
2020-01-20T11:00:00,21.2,41.4,16.3,Clear
2020-01-20T12:00:00,21.6,35.8,16.0,Clear
2020-01-20T13:00:00,23.3,36.3,18.4,Clear
2020-01-20T14:00:00,28.2,41.2,21.3,Clear
2020-01-20T15:00:00,28.6,39.4,18.1,Clear
2020-01-20T16:00:00,29.4,21.3,22.9,Clear
2020-01-20T17:00:00,31.5,22.1,20.5,Clear
2020-01-20T18:00:00,26.6,24.2,21.9,Clear
2020-01-20T19:00:00,26.4,29.4,12.4,Clear
2020-01-20T20:00:00,25.4,25.4,15.8,Clear
2020-01-20T21:00:00,24.6,29.4,16.1,Clear
2020-01-20T22:00:00,22.9,35.1,20.8,Clear
2020-01-20T23:00:00,19.1,53.6,15.8,Clear
