resolution_id,complaint_id,department,assigned_officer,work_order_date,resolution_type,materials_used,cost_inr,verified_by_supervisor,citizen_rating,remarks
a31bd04d-9068-468c-abc3-2d4d2e30074d,a6d431fe-ff98-42c7-9480-d37c660ed4c5,VMC Town Planning,Officer J,2025-11-25T22:41:10,Standard Fix,None,0,No (Pending Check),5,Work completed successfully.
7922a70e-5082-4cdb-9036-35eb4d1b2803,f6e7a263-2670-4cb5-9bf0-8ba2c6fac886,Estate Dept,Officer T,2025-07-16T19:27:30,Standard Fix,None,0,Yes,3,Citizen requested rework.
e768b209-2ccb-4cab-a533-7831cda74a93,a5a3d418-eefb-4f8f-91d6-bb5374d5f4c8,VMC Solid Waste Mgmt,Officer Z,2024-09-16T23:33:24,Site Clearance,Fuel/Labor,422,No (Pending Check),5,Work completed successfully.
cb10e841-b652-46ab-a34e-a9e2a33cb40f,5c804ed1-9668-4c91-8dd6-9c3431825e6c,Hydraulic Dept,Officer Z,2025-12-08T08:07:01,Leakage Plug,Valve,6378,Yes,5,Work completed successfully.
b9f5c83a-6647-44ab-9190-94c2aaca2dbc,d9c35c54-3077-4bda-a757-80bdc81d14c5,Engineering Wing,Officer R,2024-10-02T06:52:29,Pothole Filling,Bitumen Mix,27192,Yes,4,Work completed successfully.
48d41126-dd0e-4d95-868b-f0823a40a22e,4857b707-490e-4ec3-a7df-ff84bc03a7fa,Sewerage Board,Officer R,2024-06-18T21:14:44,Manhole Cover Replacement,Pipes,6286,Yes,5,Work completed successfully.
36835ef1-f5ff-4736-a13f-3cf0a67c21cd,6d8cad8c-60be-43fa-9d09-525132a5ef69,VMC Traffic Cell,Officer D,2025-02-19T01:34:20,Standard Fix,None,0,Yes,5,Work completed successfully.
d0e84c2b-433c-4f15-a820-a8dd8a58eb99,985eca72-b817-4ace-af66-84aaa64c3e25,Contractor-ABC,Officer V,2024-06-01T06:38:10,Bulb Replacement,Cable,4153,Yes,3,Citizen requested rework.
73406fe9-d540-42d1-9727-e7ca51739e43,d80914e9-5a57-40ed-b19e-89f5ef869ce4,GETCO,Officer Q,2024-04-11T21:16:27,Fuse Repair,Electrical Components,5742,Yes,5,Work completed successfully.
5fd564b0-94f2-499a-94cc-9734dc9ea997,ac90274b-c20d-4bf5-8171-42a9affc688e,VMC Cattle Nuisance Control,Officer A,2025-09-16T13:28:04,Standard Fix,None,0,Yes,4,Work completed successfully.
514eb5c5-adaf-414f-af26-a94f356d043e,0c76c486-e42a-4cf5-9fa2-ac8f7c3f7281,Animal Shelter NGO,Officer Y,2024-07-16T13:35:51,Standard Fix,None,0,No (Pending Check),4,Work completed successfully.
1a54705f-3635-4844-b3ef-93849df89d8e,edc086ec-ea49-41c8-ad3b-188f333d35e4,Estate Dept,Officer M,2025-01-17T23:57:58,Standard Fix,None,0,Yes,5,Work completed successfully.
10950b92-2d71-43da-b8e8-5b24b0fd558b,28de483c-1fdf-47a4-b8ac-a74f102aa610,GETCO,Officer D,2025-09-08T22:43:43,Transformer Maint,Electrical Components,9014,Yes,5,Work completed successfully.
6e23264a-4fa8-49f3-9e08-6bf0764e71ca,4e5add95-f325-4747-9cb4-dbdc540a7ea4,VMC Water Works,Officer Y,2024-01-19T06:17:57,Leakage Plug,Clamp,7076,Yes,5,Work completed successfully.
cfda3dca-3162-470a-8703-f29a3c0dbcfd,59ebf9f9-734b-4ea0-a4ae-0098de2aa276,VMC Solid Waste Mgmt,Officer J,2024-06-29T04:16:48,Site Clearance,Fuel/Labor,407,No (Pending Check),5,Work completed successfully.
8467eca8-a9f3-4151-b907-f2c3b34f5afe,8575410d-c03a-45ac-a49b-a57c96a29744,VMC Cattle Nuisance Control,Officer T,2025-08-12T19:43:20,Standard Fix,None,0,Yes,4,Work completed successfully.
6ad30902-7f64-409d-b5f4-123be665137a,03356dae-ed0b-4515-ba20-7afd0398d4f3,VMC Drainage Projects,Officer H,2024-01-15T16:39:42,Line Clearing,Concrete Cover,11557,Yes,5,Work completed successfully.
0e7c34a0-3538-442b-943f-7020c7667d67,ea91400d-4ea9-4b7a-a491-c25e698702a7,VMC Roads Dept,Officer E,2024-09-29T14:11:13,Pothole Filling,Cold Mix,29111,Yes,5,Work completed successfully.
1f237c39-3633-4adc-9676-786dcf9096f9,6451f19e-a4f8-48ac-a0f2-796b79f82354,MGVCL (Power),Officer R,2024-10-21T13:58:57,Cable Jointing,Electrical Components,1150,Yes,4,Work completed successfully.
226e7112-6c17-4e8f-86bd-11ba5de3f8b2,cd66dc0a-2671-4751-9cb8-f9ccc8435530,VMC Electrical Dept,Officer P,2025-05-26T07:32:41,Bulb Replacement,Cable,3894,Yes,4,Work completed successfully.
76cca3d1-d445-4cd0-9439-f755de3ef84d,88b5bf9f-d660-45c7-bf86-7f374cb9dd27,Hydraulic Dept,Officer K,2025-04-11T14:07:32,Valve Replacement,Valve,1858,Yes,4,Work completed successfully.
aff8eac4-a9b1-4712-8423-51aa66a87d93,81d0566a-e2c2-4fca-a937-86472a8d9f64,VMC Water Works,Officer F,2025-03-31T11:45:02,Valve Replacement,Valve,6557,Yes,4,Work completed successfully.
c732674f-7f5f-4eb1-8645-5b477e96cfa1,ee9620bd-1122-4e45-b4dc-cfafbfc67356,VMC Town Planning,Officer A,2024-04-10T03:11:05,Standard Fix,None,0,No (Pending Check),5,Work completed successfully.
dfd9a109-ee00-449e-a5f8-19c2617e1050,64c1b31d-d676-4b7a-ac3c-6a79e2a77c71,Contractor-XYZ,Officer K,2024-12-17T10:11:47,Site Clearance,Fuel/Labor,496,Yes,5,Work completed successfully.
f9b1b64c-c1cd-407c-8d20-5355c0c866fa,dfd1130e-2016-4e3f-8199-10b8d8dd7f53,VMC Traffic Cell,Officer M,2025-08-12T18:05:24,Standard Fix,None,0,Yes,5,Work completed successfully.
63756597-7e38-4e2a-92f3-ec57b6bc1512,c495ee56-badf-4c76-b2c2-adfeba7df827,VMC Town Planning,Officer P,2024-10-18T21:04:46,Standard Fix,None,0,Yes,3,Citizen requested rework.
7b7da195-3f8b-48a3-a068-a723a6c3b976,f31fc256-0509-45e2-b739-d19a8306c3b8,GETCO,Officer D,2024-03-05T05:46:36,Cable Jointing,Electrical Components,9191,Yes,5,Work completed successfully.
6b5b986a-6ede-4f45-af4c-37a10eb61755,e5514d4d-f351-431c-832e-23200476bb7f,MGVCL (Power),Officer B,2024-11-22T19:59:30,Fuse Repair,Electrical Components,7381,No (Pending Check),4,Work completed successfully.
e19d9e21-b0e0-4aa5-b3b7-7edbb5f61944,41b89c35-d3b5-4063-9ca0-68c75c67da4e,VMC Cattle Nuisance Control,Officer F,2024-06-14T17:32:26,Standard Fix,None,0,No (Pending Check),5,Work completed successfully.
2bdb2478-bdc1-420f-9165-7a82a8d49697,c75d26d9-e701-45d6-b662-b02178a73056,Contractor-XYZ,Officer Z,2025-04-01T18:36:07,Site Clearance,Fuel/Labor,961,Yes,5,Work completed successfully.
a3e41f95-4bfd-4357-bb6d-68d3646e1561,8693f734-1df8-4868-a831-b489dfaa2adc,VMC Electrical Dept,Officer W,2024-04-01T22:07:03,Wiring Repair,LED Driver,4770,Yes,5,Work completed successfully.
d9766637-036b-4ce0-91c1-c360bb068842,313bd78a-2c8a-4070-86d3-7d7be6143c27,Contractor-ABC,Officer D,2024-03-17T10:20:34,Wiring Repair,LED Driver,3400,Yes,5,Work completed successfully.
12b0ca01-1721-4f97-8012-2fa5a4238a63,7fb2cc88-88bd-4488-9862-14399cb56766,Estate Dept,Officer H,2025-09-20T04:52:40,Standard Fix,None,0,Yes,5,Work completed successfully.
3690f1bd-eb2c-4292-9242-f18e3f8758fa,a1357161-97c8-4500-8b05-6c0a10a68451,VMC Solid Waste Mgmt,Officer I,2024-09-19T13:16:04,Site Clearance,Fuel/Labor,369,Yes,5,Work completed successfully.
01477afa-41aa-487b-bdb6-b275c72b5b46,46fc6403-c64f-441b-a368-11262fcfbe27,VMC Solid Waste Mgmt,Officer S,2025-03-25T01:54:00,Site Clearance,Fuel/Labor,838,Yes,4,Work completed successfully.
ae108f43-baa6-4716-b9d3-d13baa3f5796,2ed8d31f-387c-48f8-b5a2-bd0a643acf55,Hydraulic Dept,Officer S,2024-08-09T03:10:39,Valve Replacement,Valve,2772,Yes,4,Work completed successfully.
80928753-b448-4300-bb0c-57c0c105608b,f9709926-efc7-4250-b880-4e2615de5789,VMC Roads Dept,Officer S,2024-10-22T15:53:35,Patch Work,Paver Blocks,38357,Yes,5,Work completed successfully.
ba6ae513-4391-4f18-aa08-37a18e0d2961,62cbc0af-8c75-4305-bed3-15e8e926bf15,Hydraulic Dept,Officer E,2025-12-31T20:41:45,Leakage Plug,Chlorine Tablet,3005,Yes,5,Work completed successfully.
d9d234c2-3672-46f5-9b70-e901a7971896,14e50d64-9317-416f-803e-f5cd9bfb8a7d,Engineering Wing,Officer Y,2024-11-12T11:09:38,Resurfacing,Cold Mix,7581,Yes,3,Citizen requested rework.
b8123367-ba0c-431c-bc66-39ad16a89b17,77a00656-39ff-499e-8fac-0d5b61fa9e39,Traffic Police,Officer T,2025-08-01T15:23:45,Standard Fix,None,0,No (Pending Check),5,Work completed successfully.
9b9c270c-bc5b-454b-9c6c-fa5421be31b4,bdb70fd6-e03b-42b0-8496-b0be7fcfe191,VMC Roads Dept,Officer X,2024-03-19T03:34:44,Patch Work,Cold Mix,33117,Yes,4,Work completed successfully.
2e942a77-9872-4062-a38f-aacff8182144,6ab00c27-429b-4202-a3e7-86fcfe26ed8a,VMC Cattle Nuisance Control,Officer U,2024-04-27T13:41:50,Standard Fix,None,0,Yes,4,Work completed successfully.
672dd2ef-facd-4e27-a229-1ed251988767,70d945ad-929d-47e0-ad51-77e077eef736,Sewerage Board,Officer Q,2024-07-12T09:32:21,Desilting,Pipes,10296,Yes,5,Work completed successfully.
ef0c9c5a-6441-4bc8-bf08-83a00a37e3ca,579cc989-4c9a-46ab-b974-d9f12e6237e2,GETCO,Officer W,2024-07-18T04:37:07,Transformer Maint,Electrical Components,4771,Yes,4,Work completed successfully.
9117a5bc-f52b-4373-911b-c12fc5c8934e,e0bd6197-6c89-466f-abc0-75cc64853178,MGVCL (Power),Officer S,2024-05-24T10:23:48,Transformer Maint,Electrical Components,7382,Yes,5,Work completed successfully.
003daf34-06ac-4481-b3eb-96868bf7e030,7721a7b3-ea36-42c0-8570-2aa0489f4179,VMC Cattle Nuisance Control,Officer V,2024-10-09T15:33:17,Standard Fix,None,0,Yes,4,Work completed successfully.
61b05830-feac-4faf-8c97-b54e73749b53,d7f56625-dc08-4827-b383-e13dab264293,VMC Roads Dept,Officer N,2024-04-14T22:29:00,Resurfacing,Bitumen Mix,15818,Yes,4,Work completed successfully.
7dd2a090-1e3e-4f28-b5ee-7b173d6849e9,25e8d21f-8763-4fec-b72b-c3c4a6d9a15d,VMC Traffic Cell,Officer C,2024-12-28T16:21:05,Standard Fix,None,0,Yes,4,Work completed successfully.
937e9f66-b45b-4e53-bef7-fb2297fa3aba,10d34502-3f24-4a89-b978-fd8ef1b15371,Sewerage Board,Officer D,2025-05-12T00:47:26,Manhole Cover Replacement,Pipes,10230,Yes,4,Work completed successfully.
1cfe47e6-0314-4f65-9737-b00ee11cc9a9,4df1cd55-02e1-461f-85fe-55ba3102d919,GETCO,Officer B,2025-04-25T22:48:26,Fuse Repair,Electrical Components,6326,Yes,4,Work completed successfully.
6d667dab-0540-4fe5-9fe0-00adc8bc27bc,cabb11b2-954d-496f-8895-43afe4315ea2,VMC Town Planning,Officer X,2024-03-22T18:34:39,Standard Fix,None,0,Yes,4,Work completed successfully.
6d3b7f8d-31e6-445b-9b63-fff3290ac085,7e0352ec-4a75-4da5-a834-a7c0a375a361,Contractor-ABC,Officer L,2024-08-05T12:30:23,Pole Fix,Cable,883,No (Pending Check),4,Work completed successfully.
