id,timestamp,category,sub_category,zone,ward,latitude,longitude,description,source,status,severity,closed_timestamp,resolution_days
10215dd8-637f-45c5-87da-dc0c5c7586cd,2025-09-28T15:51:53.979938,Streetlight,Dark spot,South,Ward 18,22.23781280091439,73.1922755864391,dark spot since last 3 days in Maneja area.,Website,Closed,Critical,2025-10-04T21:51:53.979938,6.25
fbf789fb-1cf6-41e3-83d4-9229d147b773,2025-08-06T12:36:23.979938,Drainage,Overflowing manhole,North,Ward 13,22.348584015749857,73.1708429452573,Urgent help needed for overflowing manhole near Chhani. Very bad smell.,Twitter,Open,Medium,,
19e104f2-875d-42dd-8b04-855b07b0ff26,2025-03-02T15:40:42.979938,Encroachment,Footpath blocked,East,Ward 9,22.32603460463375,73.23457455881443,footpath blocked reported multiple times but no action at Ajwa Road.,WhatsApp,In Progress,Medium,,
a31447a1-e5fc-496d-b215-a7106b69f6d9,2025-12-02T21:36:05.979938,Garbage,Garbage not collected,South,Ward 17,22.28388722197715,73.20411059068442,garbage not collected reported multiple times but no action at Manjalpur.,Call Center,In Progress,High,,
7b199cf5-5b45-461e-a3b7-5173e1c660d6,2025-09-07T07:07:27.979938,Drainage,Clogged drain,West,Ward 15,22.32365699810207,73.15217525431058,"Gotri has clogged drain, please check.",Nagar Nigam App,Resolved,Medium,2025-09-15T08:07:27.979938,8.04
23d41e1b-60b9-4a27-b9ab-62e771744264,2025-03-08T08:46:36.979938,Traffic,Wrong side driving,South,Ward 18,22.24722418596457,73.1772120967856,wrong side driving reported multiple times but no action at Maneja.,Website,Resolved,High,2025-03-15T00:46:36.979938,6.67
b1f8ab65-4069-4514-b854-9396b7c39208,2025-07-05T09:52:45.979938,Streetlight,Light not working,South,Ward 12,22.25109301101178,73.19880501074728,Severe light not working observed near Makarpura.,Call Center,Open,Medium,,
2f64be84-dca5-48fc-a77b-82cc3bfe9b6d,2025-11-07T22:10:40.979938,Encroachment,Footpath blocked,South,Ward 18,22.243254662513404,73.17831804070602,"Maneja has footpath blocked, please check.",Call Center,In Progress,Medium,,
365c10fc-0b07-426b-b99e-9f3f750c0668,2025-07-25T20:58:29.979938,Streetlight,Dark spot,South,Ward 4,22.29323890231871,73.20614974844538,"Pratapnagar has dark spot, please check.",Nagar Nigam App,In Progress,Low,,
366327a5-204e-4c75-a969-7369ffbdb51e,2026-01-05T12:04:13.979938,Water,Contaminated water,North,Ward 7,22.328177227289014,73.19854628441122,Severe contaminated water observed near Fatehgunj.,Call Center,Resolved,Low,2026-01-05T21:04:13.979938,0.38
dbbc91a6-0059-4c2b-b251-fb5db5db2fcc,2025-03-11T14:51:01.979938,Road,Potholes,West,Ward 10,22.31470893803039,73.1538082962273,potholes since last 3 days in Subhanpura area.,Call Center,Open,Medium,,
f29cff36-1bb5-419d-8230-e173c1ffbff5,2025-12-02T00:15:35.979938,Garbage,Burning garbage,East,Ward 1,22.298971271737177,73.19878619667463,Facing burning garbage daily at Laheripura.,Website,Closed,High,2025-12-12T03:15:35.979938,10.12
0ad911b4-7214-4434-9f30-fc5e823c65a9,2025-04-19T20:22:32.979938,Streetlight,Dark spot,West,Ward 14,22.328247227836066,73.15412872199867,"Gorwa has dark spot, please check.",WhatsApp,Open,Critical,,
8b4e0344-3f68-4c3b-830f-c615b94f35da,2025-12-30T14:42:00.979938,Stray Animals,Cattle on road,North,Ward 19,22.32991915935854,73.19811975163827,cattle on road at Sama.,Call Center,Closed,Low,2026-01-06T06:42:00.979938,6.67
797aea8f-4875-4f49-b01e-b264b5d1caa1,2025-06-26T10:31:00.979938,Encroachment,Hawkers on road,West,Ward 10,22.31363246534591,73.15283659568848,Urgent help needed for hawkers on road near Subhanpura.,Twitter,Open,Medium,,
474b4416-f005-4382-9ee5-1303d15be50c,2025-07-21T19:25:31.979938,Garbage,Burning garbage,South,Ward 17,22.282040697473068,73.19925465007486,"Urgent help needed for burning garbage near Manjalpur. Kids are playing nearby, dangerous.",WhatsApp,Open,Medium,,
f5ac5768-576c-454e-9e1b-0209f3f5c97c,2025-04-05T12:39:55.979938,Water,No water supply,West,Ward 6,22.30285741829114,73.17111635635061,Facing no water supply daily at Akota.,WhatsApp,Closed,Medium,2025-04-18T13:39:55.979938,13.04
9d0ab499-3637-4915-9b2b-82225e7e99f2,2025-05-09T08:56:34.979938,Drainage,Open manhole,North,Ward 13,22.344409574264308,73.17274897345104,Facing open manhole daily at Chhani.,WhatsApp,Resolved,Low,2025-05-15T18:56:34.979938,6.42
e3de3a19-eab6-4ee7-8fb3-b2b09f8e17fb,2025-10-05T03:03:05.979938,Stray Animals,Stray dog menace,West,Ward 10,22.313218381330447,73.1586190930102,stray dog menace since last 3 days in Subhanpura area.,Call Center,Closed,Critical,2025-10-08T17:03:05.979938,3.58
c6cfeb91-d433-4559-9a67-acf2eadb803b,2025-04-24T19:12:57.979938,Drainage,Open manhole,South,Ward 4,22.289882397187515,73.2039854191097,open manhole at Pratapnagar. Very bad smell.,WhatsApp,Closed,Critical,2025-04-27T22:12:57.979938,3.12
13cbd956-3e82-4813-bb68-3ed421192753,2025-03-08T00:48:16.979938,Road,Potholes,East,Ward 9,22.31533267843301,73.24206816499381,Severe potholes observed near Ajwa Road. Very bad smell.,Website,Resolved,Low,2025-03-17T13:48:16.979938,9.54
1cdb8d23-dab6-4000-bbaf-d8a7b5f3c82b,2025-06-16T20:16:48.979938,Streetlight,Dark spot,Central,Ward 5,22.31045197603234,73.19561559954116,Facing dark spot daily at Raopura.,Website,Resolved,High,2025-06-28T17:16:48.979938,11.88
26d7a99e-440b-4085-9736-bf2b30ab20cc,2025-12-24T12:45:14.979938,Road,Potholes,Central,Ward 5,22.309684434174304,73.2021625727187,potholes reported multiple times but no action at Raopura.,Website,Open,Critical,,
92b1b2a5-82cc-403d-bfc3-b55ccd4065fd,2025-08-10T06:38:40.979938,Stray Animals,Cattle on road,North,Ward 13,22.35265934668948,73.17073038109487,Urgent help needed for cattle on road near Chhani.,Call Center,Open,High,,
4f4c0c02-229f-4233-8acc-83f93e35849f,2025-11-17T13:32:16.979938,Road,Broken divider,West,Ward 15,22.315666835681288,73.1482001672725,Urgent help needed for broken divider near Gotri.,Call Center,Closed,Low,2025-11-19T16:32:16.979938,2.12
da05590e-b41b-4b20-966d-28c40cae9fde,2025-12-25T15:33:16.979938,Garbage,Garbage not collected,Central,Ward 5,22.305761267568293,73.19943430609042,"Raopura has garbage not collected, please check.",Nagar Nigam App,Open,Low,,
1b89fb9c-14b8-46fb-b249-d27a2c1200f7,2026-01-12T20:23:02.979938,Encroachment,Hawkers on road,East,Ward 3,22.301845554811592,73.39031588355154,"Please fix hawkers on road near Waghodia Road, it is causing problems.",Nagar Nigam App,Resolved,Medium,2026-01-17T02:23:02.979938,4.25
5e94f31b-c837-4d7d-a4bc-8dfb5cb37a1f,2025-03-20T05:55:01.979938,Stray Animals,Cattle on road,West,Ward 14,22.332731985617823,73.15540413742347,cattle on road since last 3 days in Gorwa area. Very bad smell.,Twitter,Closed,Low,2025-03-21T06:55:01.979938,1.04
592faf7f-511f-4803-9e70-3b139e628f3a,2025-10-13T20:30:41.979938,Water,Pipeline leakage,North,Ward 2,22.342129407113703,73.22136226569815,Severe pipeline leakage observed near Harni.,WhatsApp,Open,Medium,,
a8dff3a1-7e41-4f2e-b737-53c6aa05b9dd,2025-12-18T13:09:10.979938,Traffic,Traffic jam,South,Ward 16,22.259903073281883,73.21030983553976,traffic jam at Tarsali.,Website,In Progress,Critical,,
3d10017e-f434-4061-ac2d-a72491ebeee4,2025-04-08T13:50:24.979938,Traffic,Traffic jam,West,Ward 10,22.320353607192676,73.1603852395814,"Please fix traffic jam near Subhanpura, it is causing problems. Very bad smell.",Twitter,Open,Critical,,
c757db68-7eba-44d2-973b-d5bbd403fad8,2026-01-07T11:30:38.979938,Stray Animals,Stray dog menace,East,Ward 9,22.319728780396073,73.24149055644179,"Please fix stray dog menace near Ajwa Road, it is causing problems.",Twitter,Resolved,Medium,2026-01-14T12:30:38.979938,7.04
d0ad3b06-3d35-4def-b695-1ee45c120275,2025-02-10T05:21:18.979938,Encroachment,Footpath blocked,West,Ward 6,22.302283942607357,73.16953580137928,Severe footpath blocked observed near Akota.,Website,In Progress,Medium,,
42d7b8d3-58e5-406d-80af-004148206bfc,2025-07-01T12:26:23.979938,Streetlight,Light not working,East,Ward 9,22.324164366378014,73.2415486628805,light not working reported multiple times but no action at Ajwa Road.,Website,Closed,Low,2025-07-05T21:26:23.979938,4.38
869f1450-e608-4aeb-8c0b-d0269599cea5,2025-03-23T00:01:37.979938,Traffic,Traffic jam,North,Ward 2,22.346908190542933,73.2058054846765,"Harni has traffic jam, please check.",Twitter,Closed,Critical,2025-04-03T06:01:37.979938,11.25
f2167916-2674-4fee-8098-09bc25d9a16a,2025-03-06T11:01:44.979938,Drainage,Bad smell,North,Ward 2,22.34035941435553,73.21582402782222,"Please fix bad smell near Harni, it is causing problems.",Nagar Nigam App,In Progress,Medium,,
8b3e732c-a68d-478f-9353-4bde37f16062,2025-06-02T03:14:58.979938,Water,Pipeline leakage,East,Ward 3,22.30719301431223,73.40730554753215,Facing pipeline leakage daily at Waghodia Road.,WhatsApp,Resolved,Critical,2025-06-14T05:14:58.979938,12.08
7fbed3a0-c437-412c-9115-21782c88baa5,2025-03-01T03:13:55.979938,Water,Low pressure,West,Ward 11,22.27594274769937,73.13535723955685,Severe low pressure observed near Vasna-Bhayli.,Website,Closed,Low,2025-03-14T11:13:55.979938,13.33
589b9946-10fb-4561-8dd7-ad29442d8c2d,2025-02-13T11:11:18.979938,Garbage,Garbage not collected,South,Ward 16,22.249559469561177,73.20078554160187,garbage not collected reported multiple times but no action at Tarsali.,Call Center,Closed,Critical,2025-02-25T00:11:18.979938,11.54
2e57e62c-c803-4258-a33c-5d08cdff1999,2025-07-20T22:06:14.979938,Stray Animals,Stray dog menace,West,Ward 11,22.27625274019501,73.14173469224298,stray dog menace reported multiple times but no action at Vasna-Bhayli. Very bad smell.,Twitter,In Progress,Medium,,
feff470f-0f81-4c1c-a81a-df88618eaa1c,2025-12-13T07:17:23.979938,Road,Resurfacing needed,North,Ward 8,22.311380844449623,73.19758118777996,Facing resurfacing needed daily at Nagarwada.,Website,Closed,Critical,2025-12-20T18:17:23.979938,7.46
2fc3b4b9-957c-4e7c-9392-6bcbdee8244d,2025-12-09T23:35:52.979938,Water,No water supply,North,Ward 19,22.337282911074738,73.19171341719967,no water supply since last 3 days in Sama area.,Call Center,In Progress,High,,
f1d8b0ec-7fee-4947-b3a5-c3e74ccd3456,2025-10-28T06:15:47.979938,Traffic,Wrong side driving,North,Ward 19,22.33631209521381,73.2034489144264,Severe wrong side driving observed near Sama.,Call Center,Closed,Low,2025-11-08T03:15:47.979938,10.88
b44642bd-45e1-454d-80f2-5ee898474cbd,2025-04-19T12:48:31.979938,Streetlight,Dark spot,North,Ward 13,22.345761557605204,73.18811148114531,dark spot at Chhani.,Nagar Nigam App,Open,Low,,
69577798-315a-4fd0-b5eb-956cce519650,2025-12-24T14:44:27.979938,Traffic,Illegal parking,West,Ward 14,22.32590467879737,73.15920026010761,"Please fix illegal parking near Gorwa, it is causing problems. Very bad smell.",Website,Open,Low,,
7595fe15-9bd7-4739-ae7a-d9c34691fec2,2025-09-27T10:47:13.979938,Water,Contaminated water,South,Ward 18,22.230950892999378,73.18090036327901,"Please fix contaminated water near Maneja, it is causing problems.",Twitter,Closed,Low,2025-10-05T04:47:13.979938,7.75
5faf7ea8-95ee-42af-b518-41720375fd40,2025-08-05T09:26:39.979938,Road,Illegal speed breaker,South,Ward 17,22.286611690236338,73.2078746573258,Facing illegal speed breaker daily at Manjalpur.,WhatsApp,Resolved,Medium,2025-08-09T20:26:39.979938,4.46
cc72ecba-5949-488b-ad52-f09635957875,2025-03-09T09:56:11.979938,Garbage,Burning garbage,North,Ward 19,22.33792964259683,73.18912916604187,"Sama has burning garbage, please check. Kids are playing nearby, dangerous.",Nagar Nigam App,In Progress,High,,
589d581a-bd8a-4b20-b70c-ec7ddbd607ea,2025-10-20T19:18:25.979938,Streetlight,Light not working,West,Ward 15,22.31980979708611,73.14385072932141,light not working at Gotri.,Nagar Nigam App,Resolved,Low,2025-10-31T19:18:25.979938,11.0
5af004d7-73f0-4a1e-9c1d-0db12bbf72c8,2025-11-05T20:48:01.979938,Stray Animals,Cattle on road,West,Ward 14,22.338473915193113,73.16514561004516,Urgent help needed for cattle on road near Gorwa.,Twitter,In Progress,Critical,,
496fb2a2-f93d-458e-ab8f-bb2344ff2b77,2025-10-18T04:39:23.979938,Encroachment,Illegal construction,East,Ward 3,22.303807807236414,73.38945834147422,illegal construction reported multiple times but no action at Waghodia Road.,Call Center,Closed,Critical,2025-10-19T15:39:23.979938,1.46
f24a969c-b4aa-42a2-983a-03d48b42b340,2025-12-03T21:05:30.979938,Water,Pipeline leakage,Central,Ward 5,22.29125765855742,73.19458468393138,pipeline leakage at Raopura.,Nagar Nigam App,Open,Critical,,
fbebe0e9-c2e3-42a5-bc7f-6e2af90464bf,2025-11-06T21:45:58.979938,Drainage,Open manhole,North,Ward 7,22.319826456881728,73.19744363683283,open manhole since last 3 days in Fatehgunj area.,Website,In Progress,Medium,,
c1220360-17ef-47e9-a3ac-700ecd0880e6,2025-03-11T17:34:53.979938,Streetlight,Blinking light,South,Ward 18,22.231385819138488,73.1760007721855,"Urgent help needed for blinking light near Maneja. Kids are playing nearby, dangerous.",Website,In Progress,High,,
0a5c75cd-07cb-4948-af0e-3e30452ca6ef,2025-06-29T13:54:08.979938,Road,Broken divider,North,Ward 13,22.35435853884074,73.17874031095548,"Chhani has broken divider, please check. Kids are playing nearby, dangerous.",Website,Closed,Low,2025-07-03T09:54:08.979938,3.83
fe4c46c4-e743-45c2-bc6d-ec986d66fa46,2025-02-11T18:24:39.979938,Encroachment,Footpath blocked,South,Ward 18,22.24627684242474,73.18726172789555,"Please fix footpath blocked near Maneja, it is causing problems.",WhatsApp,In Progress,Low,,
d868c334-db35-490d-8a73-bcb3bbb682a1,2025-08-15T11:06:08.979938,Stray Animals,Stray dog menace,East,Ward 1,22.295487563265073,73.19803149451849,stray dog menace at Laheripura.,Nagar Nigam App,Closed,Medium,2025-08-20T06:06:08.979938,4.79
4138ef11-f7bd-4e55-8d30-82fa7fa02ac4,2025-05-24T17:16:02.979938,Water,Contaminated water,North,Ward 19,22.336179371400746,73.1969434125205,"Sama has contaminated water, please check.",Call Center,Open,Critical,,
8d361ea2-d711-497d-9adf-a51b623ff510,2025-05-09T15:21:16.979938,Garbage,Burning garbage,East,Ward 1,22.30031683497825,73.2061584832634,burning garbage at Laheripura.,Nagar Nigam App,In Progress,Low,,
d452eb57-addb-4f08-b28b-4035d8b26e8d,2025-09-18T02:13:43.979938,Road,Illegal speed breaker,East,Ward 1,22.295339886121564,73.20507670056854,"Laheripura has illegal speed breaker, please check.",Website,In Progress,Medium,,
0fbbbeeb-b3eb-4950-b100-fcc93fcfafbf,2025-11-27T09:49:26.979938,Encroachment,Footpath blocked,North,Ward 19,22.328689326780385,73.18853015206984,footpath blocked reported multiple times but no action at Sama. Very bad smell.,WhatsApp,Resolved,Medium,2025-11-28T04:49:26.979938,0.79
43d6bc75-12de-4be7-a492-c22d4a03a78c,2026-01-07T02:03:22.979938,Drainage,Clogged drain,North,Ward 2,22.344930997981816,73.21089354552244,clogged drain at Harni.,Nagar Nigam App,In Progress,High,,
691a7895-d972-4b9d-95dd-92703d446e9e,2025-05-29T00:32:08.979938,Drainage,Open manhole,South,Ward 16,22.24450572431739,73.20221513907514,"Tarsali has open manhole, please check.",Call Center,Resolved,Low,2025-06-09T01:32:08.979938,11.04
7a15b507-c3ce-4959-a5ff-438f0dbb3ae5,2025-06-27T09:43:05.979938,Streetlight,Blinking light,West,Ward 10,22.318289144989322,73.16350469044114,Urgent help needed for blinking light near Subhanpura. Very bad smell.,Call Center,Resolved,Low,2025-07-07T02:43:05.979938,9.71
bee757f9-eb0a-4785-b9b5-360b81ab3e8f,2025-02-11T19:16:08.979938,Road,Broken divider,East,Ward 9,22.31630152102417,73.24384729141825,broken divider at Ajwa Road.,WhatsApp,Open,Critical,,
9e2a26f7-ab29-4c2d-a330-0a229a079303,2025-11-24T21:59:26.979938,Drainage,Open manhole,East,Ward 3,22.30962391424372,73.40359132317764,"Waghodia Road has open manhole, please check.",Twitter,In Progress,High,,
de7bcd5c-6ea4-4f32-be7b-52698caa1297,2025-05-17T22:44:22.979938,Drainage,Bad smell,North,Ward 13,22.352763174546418,73.17835524908506,Severe bad smell observed near Chhani.,WhatsApp,Closed,High,2025-05-30T02:44:22.979938,12.17
fe81b971-85b3-4194-bc9b-c51f585dfcbd,2025-08-07T02:25:54.979938,Road,Potholes,North,Ward 2,22.342301100854847,73.21448052048807,"potholes at Harni. Kids are playing nearby, dangerous.",Twitter,Open,Medium,,
25c67db9-211e-4189-b6f0-f1d60ba2d5f8,2025-08-12T20:17:05.979938,Road,Broken divider,West,Ward 14,22.33729413114901,73.15636554268613,broken divider reported multiple times but no action at Gorwa.,WhatsApp,Open,Medium,,
5f5406dd-04c8-43b0-abbf-061f3c376956,2025-10-23T13:40:00.979938,Drainage,Overflowing manhole,West,Ward 10,22.316280886344238,73.1524828042365,Facing overflowing manhole daily at Subhanpura.,Call Center,In Progress,Medium,,
88f1981a-25fc-4646-a2b5-e602792e9959,2025-09-18T09:46:38.979938,Encroachment,Hawkers on road,South,Ward 18,22.23491438793839,73.18839582947582,"Please fix hawkers on road near Maneja, it is causing problems.",WhatsApp,Resolved,High,2025-10-02T00:46:38.979938,13.62
5207cf74-b1f9-41ea-a16b-d9f93866dd3c,2025-09-03T05:59:41.979938,Traffic,Illegal parking,North,Ward 2,22.352250932552018,73.2248060666376,"illegal parking since last 3 days in Harni area. Kids are playing nearby, dangerous.",Nagar Nigam App,In Progress,Medium,,
fc31aafd-59f5-4a32-8ef3-138b5d222419,2025-06-28T02:13:30.979938,Water,Contaminated water,North,Ward 13,22.344253152639517,73.18512260038835,"Chhani has contaminated water, please check.",Website,Open,High,,
8fee0541-7ae7-4e20-9cd3-e28cc119439d,2025-05-06T03:16:50.979938,Drainage,Bad smell,North,Ward 8,22.31157808835273,73.2056184012167,Facing bad smell daily at Nagarwada. Very bad smell.,Nagar Nigam App,Open,Low,,
bbc73b3b-fa87-409e-bf47-de35273992d6,2025-03-02T04:43:08.979938,Traffic,Wrong side driving,North,Ward 2,22.34593667977849,73.20515207849624,Urgent help needed for wrong side driving near Harni.,Nagar Nigam App,Open,High,,
b680189a-5fac-417d-b8ef-cad4a0abcafa,2025-10-06T05:03:29.979938,Road,Resurfacing needed,East,Ward 3,22.302007279696646,73.4002666902816,"Waghodia Road has resurfacing needed, please check.",Website,Resolved,High,2025-10-16T15:03:29.979938,10.42
5cea3eb3-68fb-4481-b6ee-5fa0f27586ed,2025-08-14T02:40:34.979938,Road,Resurfacing needed,North,Ward 2,22.348027770799696,73.21403031536947,Severe resurfacing needed observed near Harni.,WhatsApp,In Progress,Low,,
f68915ef-ec46-41b0-a0cb-34b46d5070d9,2026-01-26T04:58:50.979938,Stray Animals,Cattle on road,East,Ward 1,22.302722546957746,73.21031256906832,cattle on road reported multiple times but no action at Laheripura. Very bad smell.,WhatsApp,Resolved,High,2026-01-29T20:51:44.979945,8.46
c0eb59e1-5d48-4b4d-bbfb-562a19c53aab,2025-07-30T21:48:15.979938,Traffic,Illegal parking,West,Ward 14,22.32900921534918,73.16310130615778,Severe illegal parking observed near Gorwa.,Website,Resolved,Low,2025-08-03T21:48:15.979938,4.0
671320e0-5798-440b-9da4-a8d3b8af21db,2025-02-22T02:36:10.979938,Streetlight,Dark spot,South,Ward 4,22.294487330002998,73.19611199482033,"Pratapnagar has dark spot, please check.",Call Center,Open,Critical,,
f42bf2f5-be67-4690-b601-c7a3d7a75d8e,2025-08-03T04:26:42.979938,Drainage,Bad smell,Central,Ward 5,22.3083713555021,73.19284031973103,"bad smell at Raopura. Kids are playing nearby, dangerous.",Twitter,Closed,High,2025-08-09T11:26:42.979938,6.29
7e58b9f9-5db6-4507-b83e-9ede779eac79,2025-11-30T23:25:52.979938,Streetlight,Blinking light,North,Ward 7,22.32648056122109,73.19781829521921,Urgent help needed for blinking light near Fatehgunj.,Call Center,Resolved,Medium,2025-12-05T19:25:52.979938,4.83
f495129f-1820-49c6-9db5-8eb7eebab2de,2025-10-23T08:01:09.979938,Water,Contaminated water,East,Ward 9,22.327885211293296,73.2411054814766,Severe contaminated water observed near Ajwa Road.,Website,Resolved,Low,2025-10-25T01:01:09.979938,1.71
b59d4108-607e-424d-86c0-96e350b9619a,2025-03-26T02:01:32.979938,Encroachment,Hawkers on road,North,Ward 7,22.33293967687111,73.19269760824871,hawkers on road since last 3 days in Fatehgunj area. Very bad smell.,Twitter,Open,Medium,,
86eb25b8-6a62-4397-943f-a8ede4dd05f6,2025-08-21T06:51:53.979938,Streetlight,Dark spot,North,Ward 2,22.35250082021153,73.21267298787508,dark spot reported multiple times but no action at Harni.,Nagar Nigam App,Open,Low,,
570db5b6-d0ab-45bb-b748-e26a6847d78c,2026-01-10T21:21:30.979938,Encroachment,Hawkers on road,Central,Ward 5,22.30696831810357,73.1880661469378,"Raopura has hawkers on road, please check.",Nagar Nigam App,Resolved,Critical,2026-01-14T17:21:30.979938,3.83
a1301d54-7c35-4190-b0e7-107afd63a826,2025-04-16T14:54:35.979938,Drainage,Bad smell,West,Ward 10,22.329642353472646,73.15640360719736,Facing bad smell daily at Subhanpura.,Twitter,Resolved,Low,2025-04-16T19:54:35.979938,0.21
073854fd-13cb-42cb-8692-bf2b6d800588,2025-04-07T08:40:23.979938,Traffic,Wrong side driving,West,Ward 6,22.30743889426636,73.16866380292579,wrong side driving since last 3 days in Akota area.,WhatsApp,Open,Medium,,
769ab017-52db-4779-aa5d-1d3c39d3a740,2025-06-12T14:26:55.979938,Streetlight,Pole damaged,West,Ward 11,22.284118003276213,73.13204385473031,Severe pole damaged observed near Vasna-Bhayli.,WhatsApp,Open,Critical,,
ea941de0-7fc5-42bc-b0e8-5286d80f3583,2025-06-05T00:20:08.979938,Streetlight,Dark spot,West,Ward 15,22.326214166959396,73.14683469071954,dark spot reported multiple times but no action at Gotri.,Twitter,In Progress,High,,
88a723db-d8ea-408d-966e-49bdfa7c542d,2025-02-01T17:21:59.979938,Traffic,Traffic signal not working,South,Ward 4,22.29043171975961,73.20194728522239,"Pratapnagar has traffic signal not working, please check.",WhatsApp,Closed,Medium,2025-02-10T07:21:59.979938,8.58
cc41527c-ad26-4098-89b4-e2c20935b27b,2025-11-22T20:15:15.979938,Garbage,Garbage not collected,West,Ward 15,22.327977422839478,73.14101435042635,garbage not collected reported multiple times but no action at Gotri.,Nagar Nigam App,Open,Medium,,
ef894309-05c5-4314-88f0-2eeab38fe402,2025-09-02T01:57:20.979938,Road,Illegal speed breaker,South,Ward 17,22.2735772993498,73.20023355537457,"Manjalpur has illegal speed breaker, please check.",Call Center,In Progress,Low,,
e919cffc-266a-4a2f-8957-5bdb5406ee4c,2025-06-02T08:33:03.979938,Encroachment,Hawkers on road,West,Ward 15,22.320583242795546,73.13696869207052,Severe hawkers on road observed near Gotri.,Call Center,Open,High,,
5f136fb5-5417-4e74-8932-16eda2cf6b0f,2025-06-01T20:09:54.979938,Traffic,Illegal parking,West,Ward 14,22.342125810711842,73.16675385326798,Severe illegal parking observed near Gorwa.,Call Center,Resolved,Critical,2025-06-14T18:09:54.979938,12.92
79396efa-f105-4e42-8230-0b215106cef8,2025-04-13T12:31:31.979938,Encroachment,Footpath blocked,West,Ward 11,22.287883836101166,73.13720601206306,footpath blocked since last 3 days in Vasna-Bhayli area.,WhatsApp,Closed,Critical,2025-04-15T10:31:31.979938,1.92
b103c3c9-d1eb-415a-8131-bc44344d2a54,2025-08-29T18:53:17.979938,Encroachment,Hawkers on road,North,Ward 19,22.333478119802482,73.20429878631818,Urgent help needed for hawkers on road near Sama.,Website,Resolved,Low,2025-09-03T21:53:17.979938,5.12
