incident_id,timestamp,type,location_name,latitude,longitude,description,severity,source,status
5f8bd05f-0948-47ef-90fb-2e21d442e8b1,2025-11-12T06:46:19.003535,Vehicle Breakdown,Dairy Den Circle,22.31207895300363,73.18504332829002,Stalled vehicle blocking one lane at Dairy Den Circle.,Minor,CCTV Analysis,Resolved
6da21d25-11a2-4dff-a46c-6f65ddc58116,2025-12-06T16:49:28.003535,Road Closure,Fatehgunj Circle,22.326339917149877,73.19386821412665,Road Closure reported at Fatehgunj Circle.,Major,CCTV Analysis,Resolved
05fcc401-ea8e-4cd3-a8c1-89dcdd6bd1f5,2025-11-01T16:09:26.003535,Road Closure,Kalaghoda Circle,22.310524946175715,73.18045375722645,Road Closure reported at Kalaghoda Circle.,Moderate,CCTV Analysis,Resolved
8f63fb75-1c03-4837-b833-e3498e0dad20,2025-12-12T06:37:59.003535,Traffic Signal Failure,Sama Savli Crossroad,22.350602446797485,73.19916502554373,Traffic Signal Failure reported at Sama Savli Crossroad.,Moderate,Twitter,Resolved
42552a82-a3c8-4688-81c3-334f828d5990,2025-11-29T13:42:43.003535,Road Closure,Genda Circle,22.321790566341065,73.16919031676686,Road Closure reported at Genda Circle.,Major,Traffic Police Feed,Resolved
ba7ba4f2-a15f-44bd-9da4-bde065d7c7de,2025-11-26T06:21:28.003535,Heavy Traffic,Dairy Den Circle,22.311608246332028,73.18635399671292,Heavy Traffic reported at Dairy Den Circle.,Critical,CCTV Analysis,Resolved
e5a400ff-5e6d-4b0e-a0df-c7561bc5940a,2025-11-05T09:28:40.003535,Road Closure,Susen Tarsali Ring Road,22.254960995841053,73.21435510953033,Road Closure reported at Susen Tarsali Ring Road.,Minor,User Report (Waze-style),Resolved
fc0492c9-7d76-4d22-a9a7-36340dbfe021,2025-11-15T17:36:05.003535,Construction Work,Dairy Den Circle,22.31280068800363,73.18526358853833,Construction Work reported at Dairy Den Circle.,Moderate,CCTV Analysis,Resolved
8bafdaec-221f-45f4-8fc3-d20bd212eae0,2025-12-21T02:36:15.003535,Water Logging,Gotri Crossroad,22.324544695949925,73.1453873249953,Water accumulation at Gotri Crossroad due to rain.,moderate,User Report (Waze-style),Resolved
7d29b46c-4af3-40a4-a9a7-23d69e25acb3,2026-01-27T13:09:56.003535,Heavy Traffic,Sama Savli Crossroad,22.35069755135575,73.20090566489586,Heavy Traffic reported at Sama Savli Crossroad.,Major,Twitter,Resolved
9f4783b1-072b-4a4c-92eb-1c8e2831acc1,2025-12-22T15:46:04.003535,Traffic Signal Failure,Dairy Den Circle,22.31226903492243,73.18635713349491,Traffic Signal Failure reported at Dairy Den Circle.,Moderate,Traffic Police Feed,Resolved
0a60e1cb-c8dc-444b-a77c-dcf2330e7c40,2026-01-06T06:23:36.003535,Traffic Signal Failure,Akshar Chowk,22.287814802643638,73.17199163749015,Traffic Signal Failure reported at Akshar Chowk.,Moderate,User Report (Waze-style),Resolved
5ab3d20e-aeb8-4f39-b3bb-ff31cf376ed2,2026-01-19T04:54:34.003535,Vehicle Breakdown,Gotri Crossroad,22.32568817314726,73.14462459837961,Stalled vehicle blocking one lane at Gotri Crossroad.,Minor,User Report (Waze-style),Resolved
e7250497-0a0a-403a-afee-e86f119490af,2026-01-10T08:15:56.003535,Traffic Signal Failure,Dairy Den Circle,22.31166926891913,73.1852531207253,Traffic Signal Failure reported at Dairy Den Circle.,Moderate,CCTV Analysis,Resolved
2627cebe-7db2-434d-a577-5bc3cd5a9ee1,2026-01-19T01:03:09.003535,Vehicle Breakdown,Genda Circle,22.321144697579868,73.16820229491809,Stalled vehicle blocking one lane at Genda Circle.,Moderate,CCTV Analysis,Resolved
9713eb37-ff79-4b4a-a0bd-33a0279c4ff6,2025-12-23T03:19:27.003535,Road Closure,Akshar Chowk,22.28803312969679,73.17240201204625,Road Closure reported at Akshar Chowk.,Moderate,Traffic Police Feed,Resolved
c76a0056-292b-431c-b093-585062c5a3f1,2025-11-18T06:21:12.003535,VIP Movement,Dairy Den Circle,22.311510818000407,73.18523861192816,Traffic diversion at Dairy Den Circle for VIP convoy.,Major,User Report (Waze-style),Resolved
3366dd46-0525-440c-afd0-af7e1ae5657b,2025-12-24T09:35:21.003535,VIP Movement,Dairy Den Circle,22.311562910431125,73.18656453531365,Traffic diversion at Dairy Den Circle for VIP convoy.,Major,User Report (Waze-style),Resolved
cc5e029c-99ab-4de1-9f00-9a23bb255d3d,2026-01-06T11:40:50.003535,Water Logging,Golden Chowkdi,22.344905138638786,73.23414306158278,Water accumulation at Golden Chowkdi due to rain.,moderate,CCTV Analysis,Resolved
e68682a0-8d52-416c-acb0-536facd250b5,2025-12-19T04:37:02.003535,Vehicle Breakdown,Kalaghoda Circle,22.30964564513581,73.1801337664839,Stalled vehicle blocking one lane at Kalaghoda Circle.,Minor,User Report (Waze-style),Resolved
eb9d76e5-9b18-4655-bd2e-e22ee7838cec,2026-01-07T01:39:53.003535,Vehicle Breakdown,Fatehgunj Circle,22.325481868736762,73.1937461236126,Stalled vehicle blocking one lane at Fatehgunj Circle.,Moderate,Twitter,Resolved
2d4f009b-75ea-43b6-8a6d-3a4379ad5977,2026-01-22T01:40:49.003535,Construction Work,Golden Chowkdi,22.344338093323948,73.23539163639056,Construction Work reported at Golden Chowkdi.,Moderate,CCTV Analysis,Resolved
5ecfca69-9c21-4720-8ac7-25b611c6f8b4,2025-11-12T18:55:04.003535,Traffic Signal Failure,Mandvi Gate,22.295427423766697,73.20872867405932,Traffic Signal Failure reported at Mandvi Gate.,Moderate,CCTV Analysis,Resolved
1b95e658-0464-4bcd-a813-75f156d04744,2025-12-09T12:11:03.003535,Road Closure,Genda Circle,22.321976931997725,73.16940603768481,Road Closure reported at Genda Circle.,Moderate,User Report (Waze-style),Resolved
ee3d2d1b-f6b7-4a79-a988-e668e22b1cff,2025-11-02T04:58:10.003535,Traffic Signal Failure,L&T Circle,22.31590810072289,73.20546819222146,Traffic Signal Failure reported at L&T Circle.,Minor,Twitter,Resolved
1d897832-cf23-4833-b9ac-6625eacf75c5,2025-11-02T00:06:25.003535,Traffic Signal Failure,Amitnagar Circle,22.335380964009182,73.19585663930279,Traffic Signal Failure reported at Amitnagar Circle.,Moderate,User Report (Waze-style),Resolved
7eb697c9-72df-4e28-ab37-753be10509f1,2025-11-30T16:23:57.003535,Road Closure,Genda Circle,22.322494291877508,73.1693991791707,Road Closure reported at Genda Circle.,Minor,Traffic Police Feed,Resolved
fc90380a-64e4-4f76-b3f0-a2e8648d687f,2026-01-27T00:58:13.003535,VIP Movement,Susen Tarsali Ring Road,22.255240075734346,73.21451731640835,Traffic diversion at Susen Tarsali Ring Road for VIP convoy.,Major,Twitter,Resolved
ab4b4693-5ab1-49f8-b123-7186de7bc5f6,2025-12-14T14:02:40.003535,Traffic Signal Failure,Gotri Crossroad,22.324150870782827,73.14462167583855,Traffic Signal Failure reported at Gotri Crossroad.,Major,CCTV Analysis,Resolved
b0095ba5-3612-4b9e-b069-e7fa4d1ef078,2026-01-05T07:28:45.003535,Construction Work,L&T Circle,22.314173759260697,73.20435707921963,Construction Work reported at L&T Circle.,Major,User Report (Waze-style),Resolved
18ea108f-6def-4f37-a740-88979af81fea,2025-12-08T22:05:37.003535,Water Logging,Mandvi Gate,22.296196803170083,73.20864963812392,Water accumulation at Mandvi Gate due to rain.,moderate,User Report (Waze-style),Resolved
09a2ee49-e7d9-43a6-ae16-68e74b99cd53,2025-12-31T07:03:03.003535,Heavy Traffic,Mandvi Gate,22.29715876005202,73.20999832600924,Heavy Traffic reported at Mandvi Gate.,Major,Traffic Police Feed,Resolved
c4765ec8-e645-4c21-bd5e-64ee578fa491,2026-01-14T18:28:56.003535,Traffic Signal Failure,Golden Chowkdi,22.34498182575566,73.23548593793673,Traffic Signal Failure reported at Golden Chowkdi.,Moderate,Traffic Police Feed,Resolved
e83dc12b-9b59-4b5d-84be-a17b2a7ae97d,2025-11-20T22:57:24.003535,Water Logging,Genda Circle,22.322109495471643,73.16760448621976,Water accumulation at Genda Circle due to rain.,moderate,Traffic Police Feed,Resolved
91760f9d-4d01-4db6-9503-22d76684c079,2025-11-07T16:40:13.003535,Construction Work,Susen Tarsali Ring Road,22.254512731399206,73.21518014351983,Construction Work reported at Susen Tarsali Ring Road.,Moderate,User Report (Waze-style),Resolved
0968168c-95ac-4bbb-806e-8ea25e3ba50b,2025-11-10T11:50:09.003535,Vehicle Breakdown,Genda Circle,22.32184633767517,73.16901598915854,Stalled vehicle blocking one lane at Genda Circle.,Minor,User Report (Waze-style),Resolved
ced32307-077e-464f-9f70-c25a9e307a5e,2025-11-18T06:19:22.003535,Road Closure,Sama Savli Crossroad,22.350459901284786,73.200116263555,Road Closure reported at Sama Savli Crossroad.,Major,Twitter,Resolved
8b8a988d-0551-4b15-984f-861bb6f6c97b,2025-12-31T05:15:34.003535,Road Closure,Susen Tarsali Ring Road,22.254964212495747,73.21416489200745,Road Closure reported at Susen Tarsali Ring Road.,Major,Traffic Police Feed,Resolved
76f13c98-0c0d-467d-8587-eb1ae468fee2,2026-01-10T22:54:43.003535,Construction Work,Golden Chowkdi,22.34480212273828,73.23592234436222,Construction Work reported at Golden Chowkdi.,Minor,CCTV Analysis,Resolved
e51b5f9f-1059-44ae-9596-321ee4def7d0,2025-12-15T17:27:22.003535,Road Closure,Golden Chowkdi,22.34595328679802,73.2344582907976,Road Closure reported at Golden Chowkdi.,Moderate,User Report (Waze-style),Resolved
3de00abc-c3d2-4d50-8442-720365033344,2025-12-26T09:45:43.003535,Heavy Traffic,Genda Circle,22.322267870775136,73.16794849483986,Heavy Traffic reported at Genda Circle.,Moderate,Traffic Police Feed,Resolved
7736af43-b80b-4286-866f-c1fdd083d7d3,2025-11-25T04:44:18.003535,Road Closure,Mandvi Gate,22.296101178454826,73.20945090047199,Road Closure reported at Mandvi Gate.,Critical,CCTV Analysis,Resolved
05d6b9d8-d927-4e08-9ec2-9ced135eb492,2025-12-15T19:02:01.003535,Vehicle Breakdown,Kalaghoda Circle,22.31047887935305,73.1818265969659,Stalled vehicle blocking one lane at Kalaghoda Circle.,Moderate,Twitter,Resolved
32226874-1a1f-48ec-86c8-705ace3c8db9,2026-01-05T18:56:00.003535,VIP Movement,Akshar Chowk,22.2878215034707,73.17210907597463,Traffic diversion at Akshar Chowk for VIP convoy.,Major,CCTV Analysis,Resolved
6498c1a2-3538-4f83-a3f0-90ad50ee7a8a,2025-11-04T05:53:17.003535,Accident,Golden Chowkdi,22.344797203575823,73.23440508665985,Collision reported near Golden Chowkdi. EXPECT DELAYS.,Major,User Report (Waze-style),Resolved
7a9c8870-a744-479e-8d55-533fa6cf7f5f,2025-12-28T23:14:47.003535,Road Closure,Kalaghoda Circle,22.31147171262766,73.18068011970814,Road Closure reported at Kalaghoda Circle.,Critical,CCTV Analysis,Resolved
cef18e6b-09df-4c62-b11a-b9991121e75e,2025-11-28T09:14:16.003535,Water Logging,Amitnagar Circle,22.33643501660855,73.19492023548847,Water accumulation at Amitnagar Circle due to rain.,moderate,Twitter,Resolved
3321f015-f004-4b8b-abf3-82154f88b8ab,2026-01-17T01:25:36.003535,Traffic Signal Failure,Golden Chowkdi,22.344994516113633,73.23592455425347,Traffic Signal Failure reported at Golden Chowkdi.,Major,CCTV Analysis,Resolved
942b05f4-f841-4c82-a6df-a362be388743,2025-11-06T05:37:36.003535,Road Closure,Amitnagar Circle,22.336480677396857,73.19623047531019,Road Closure reported at Amitnagar Circle.,Moderate,CCTV Analysis,Resolved
5ec911cf-a0aa-477a-81e0-7a430fb0ed09,2025-11-28T09:00:00.003535,Road Closure,Genda Circle,22.321018509888244,73.16940333955873,Road Closure reported at Genda Circle.,Minor,Traffic Police Feed,Resolved
c17f3128-2b31-43f1-9e01-eafb946c738c,2025-12-30T09:07:24.003535,Road Closure,Amitnagar Circle,22.336613117686973,73.19618530881957,Road Closure reported at Amitnagar Circle.,Moderate,CCTV Analysis,Resolved
1a5e3772-8ecd-46eb-9b2d-483ea2e88a5c,2025-12-22T04:15:20.003535,Construction Work,Susen Tarsali Ring Road,22.254360690036332,73.21509252998115,Construction Work reported at Susen Tarsali Ring Road.,Moderate,Twitter,Resolved
eab5e175-636c-43e3-8a57-e7bec6430de1,2026-01-29T00:32:01.003535,Construction Work,Sama Savli Crossroad,22.350733082107528,73.20023775335149,Construction Work reported at Sama Savli Crossroad.,Moderate,CCTV Analysis,Active
6aed07ac-c8eb-4f2e-a5f7-586eeb2e82d7,2026-01-15T01:31:24.003535,VIP Movement,Dairy Den Circle,22.311033609345728,73.18639359908691,Traffic diversion at Dairy Den Circle for VIP convoy.,Major,Twitter,Resolved
fbf3931a-ea7c-429c-b119-d66fc4feaf68,2026-01-24T14:03:03.003535,Vehicle Breakdown,Akshar Chowk,22.287667050201858,73.17155226806477,Stalled vehicle blocking one lane at Akshar Chowk.,Minor,CCTV Analysis,Resolved
d382503c-05ff-425c-aeda-718ddc0f8426,2025-12-28T17:39:23.003535,Heavy Traffic,Gotri Crossroad,22.324921051654407,73.14452274028197,Heavy Traffic reported at Gotri Crossroad.,Critical,User Report (Waze-style),Resolved
0bef7961-e175-4abe-b1f0-420b4bd7427e,2026-01-25T21:14:16.003535,Vehicle Breakdown,Dairy Den Circle,22.31235978343696,73.18532470614139,Stalled vehicle blocking one lane at Dairy Den Circle.,Moderate,CCTV Analysis,Resolved
672feec0-41d7-4a6f-928e-dc0ddbf64720,2026-01-14T18:03:05.003535,Vehicle Breakdown,Sama Savli Crossroad,22.35053447112253,73.20072511701392,Stalled vehicle blocking one lane at Sama Savli Crossroad.,Minor,User Report (Waze-style),Resolved
2ac16366-1db7-48ec-88c4-ad82951d6943,2025-12-07T17:10:31.003535,Water Logging,Genda Circle,22.32209494928633,73.16837033858195,Water accumulation at Genda Circle due to rain.,moderate,Traffic Police Feed,Resolved
57de0944-e413-4a2d-b579-8dfa228ecf6c,2025-12-31T23:30:45.003535,Water Logging,L&T Circle,22.314150579466787,73.20584658186797,Water accumulation at L&T Circle due to rain.,moderate,CCTV Analysis,Resolved
daee110c-9c41-4080-878e-ed7297474060,2026-01-02T16:38:17.003535,Traffic Signal Failure,Mandvi Gate,22.296664658354505,73.20866934100962,Traffic Signal Failure reported at Mandvi Gate.,Moderate,User Report (Waze-style),Resolved
e901d2d9-201e-4e44-85dc-9c07ff4621ee,2026-01-09T23:00:25.003535,Road Closure,Akshar Chowk,22.288395925170224,73.1720179205373,Road Closure reported at Akshar Chowk.,Minor,Traffic Police Feed,Resolved
645f7ff2-dc33-4b2b-9936-876d65e06cb1,2025-11-30T13:02:32.003535,Vehicle Breakdown,Susen Tarsali Ring Road,22.254178035809847,73.21534676903221,Stalled vehicle blocking one lane at Susen Tarsali Ring Road.,Moderate,CCTV Analysis,Resolved
70ad5f88-d69e-4ed0-af16-edb7f618ff61,2025-12-31T14:57:58.003535,Traffic Signal Failure,Mandvi Gate,22.29614762963678,73.20919491574963,Traffic Signal Failure reported at Mandvi Gate.,Major,Twitter,Resolved
42e69a50-c2a1-4e28-a940-fa211b69289e,2026-01-04T00:56:07.003535,Heavy Traffic,Kalaghoda Circle,22.309541084092235,73.18030001802843,Heavy Traffic reported at Kalaghoda Circle.,Critical,Traffic Police Feed,Resolved
50ced429-6c10-4937-b008-344d53ee0a5f,2025-12-20T01:10:06.003535,Heavy Traffic,Gotri Crossroad,22.325862398710687,73.14479538207904,Heavy Traffic reported at Gotri Crossroad.,Minor,User Report (Waze-style),Resolved
8db69958-17ad-4241-9e79-84c40649d16a,2026-01-09T20:01:02.003535,VIP Movement,Amitnagar Circle,22.336219843016295,73.19618154968204,Traffic diversion at Amitnagar Circle for VIP convoy.,Major,Twitter,Resolved
4d96e73e-6380-4a9d-8b30-7ce4a448eb0f,2025-12-07T21:45:15.003535,Water Logging,Sama Savli Crossroad,22.349553120542538,73.19902449835544,Water accumulation at Sama Savli Crossroad due to rain.,moderate,CCTV Analysis,Resolved
a1c7cc6a-f1ea-4154-99d2-e97be5d71fd7,2025-11-03T23:44:52.003535,Vehicle Breakdown,Susen Tarsali Ring Road,22.255480666971373,73.21569725037668,Stalled vehicle blocking one lane at Susen Tarsali Ring Road.,Moderate,User Report (Waze-style),Resolved
2b561a3e-6ab6-42ae-b3d4-6c44b6cb324d,2026-01-02T16:28:39.003535,Water Logging,Susen Tarsali Ring Road,22.25571276250987,73.2142192342006,Water accumulation at Susen Tarsali Ring Road due to rain.,moderate,User Report (Waze-style),Resolved
64343778-ed4a-4665-ba2e-f64749ba1a7b,2026-01-18T15:15:23.003535,Traffic Signal Failure,Dairy Den Circle,22.312034158237747,73.18623938843947,Traffic Signal Failure reported at Dairy Den Circle.,Minor,User Report (Waze-style),Resolved
cfbf17a6-cf09-44d2-876c-23ba30325f1d,2025-12-29T09:41:55.003535,Heavy Traffic,Genda Circle,22.322124191698595,73.16802950340474,Heavy Traffic reported at Genda Circle.,Minor,Traffic Police Feed,Resolved
3bfcdce8-a450-43e1-838d-bef8d90032ef,2026-01-03T15:19:48.003535,Traffic Signal Failure,Amitnagar Circle,22.335207887793167,73.19515156028014,Traffic Signal Failure reported at Amitnagar Circle.,Moderate,CCTV Analysis,Resolved
990705b7-0266-4826-a0f8-c238781aa1ab,2026-01-03T17:11:19.003535,VIP Movement,Susen Tarsali Ring Road,22.254865507407477,73.21525617096441,Traffic diversion at Susen Tarsali Ring Road for VIP convoy.,Major,CCTV Analysis,Resolved
e980c504-a17b-4f06-8e82-59574e39c27e,2025-12-28T09:09:42.003535,Construction Work,Mandvi Gate,22.29610035747045,73.21017656748437,Construction Work reported at Mandvi Gate.,Major,Twitter,Resolved
dbba23a0-072b-44c0-aee9-37d4ec23ecc9,2026-01-14T21:16:01.003535,Traffic Signal Failure,Susen Tarsali Ring Road,22.254230495094863,73.21533489216876,Traffic Signal Failure reported at Susen Tarsali Ring Road.,Major,CCTV Analysis,Resolved
653f91e2-69e6-41ba-b0bc-4b7800bcabb6,2026-01-25T02:59:05.003535,Construction Work,Mandvi Gate,22.297176007593315,73.20971788654849,Construction Work reported at Mandvi Gate.,Moderate,Twitter,Resolved
d3d96a4e-f5a5-41b5-9727-421f79e09553,2025-12-08T08:05:05.003535,Road Closure,L&T Circle,22.315424931176093,73.20551668472797,Road Closure reported at L&T Circle.,Critical,Traffic Police Feed,Resolved
2461b5ff-03cd-46fb-80c4-b8df5f600484,2025-11-28T01:55:47.003535,Road Closure,Mandvi Gate,22.29664099391617,73.21021203930573,Road Closure reported at Mandvi Gate.,Minor,CCTV Analysis,Resolved
d060e1b7-0cc3-48de-8af3-3b6b65753b2c,2025-12-06T17:44:36.003535,Construction Work,L&T Circle,22.315242215061193,73.20551875673114,Construction Work reported at L&T Circle.,Moderate,User Report (Waze-style),Resolved
2a4e56ad-c5b0-4b67-8d0b-278827ae120d,2026-01-01T19:55:47.003535,Road Closure,Genda Circle,22.322174181649512,73.16915754117636,Road Closure reported at Genda Circle.,Critical,Twitter,Resolved
d0bdbf26-ff91-4101-9384-e0ba1ff0b832,2026-01-03T13:50:44.003535,VIP Movement,Kalaghoda Circle,22.310561472029114,73.18151740930413,Traffic diversion at Kalaghoda Circle for VIP convoy.,Major,Twitter,Resolved
63349474-54dd-4a1c-b703-c1c268c18cb4,2025-12-10T12:34:18.003535,Water Logging,Gotri Crossroad,22.325981225394827,73.14494924339915,Water accumulation at Gotri Crossroad due to rain.,moderate,CCTV Analysis,Resolved
8410d7a3-49ad-43f3-8aa2-fd531cd4e07e,2026-01-18T21:06:42.003535,Road Closure,Kalaghoda Circle,22.31063609300414,73.18034972012605,Road Closure reported at Kalaghoda Circle.,Critical,User Report (Waze-style),Resolved
46f82b4f-835e-444f-a1ae-bfe67743a46c,2026-01-03T12:25:47.003535,Heavy Traffic,Gotri Crossroad,22.325678182665115,73.1457197844949,Heavy Traffic reported at Gotri Crossroad.,Critical,Traffic Police Feed,Resolved
ca8a3a5a-aa0e-482e-82df-540f8f01ac83,2025-12-31T20:10:21.003535,Accident,Susen Tarsali Ring Road,22.25524940235086,73.21496064364803,Collision reported near Susen Tarsali Ring Road. EXPECT DELAYS.,Critical,Traffic Police Feed,Resolved
3da1b579-ec22-49d9-8422-c0ce8055b75f,2025-11-19T04:07:48.003535,Road Closure,Akshar Chowk,22.288135975964305,73.17270186626823,Road Closure reported at Akshar Chowk.,Critical,CCTV Analysis,Resolved
dd368405-0475-40db-aa85-24e2243b8793,2026-01-27T04:40:52.003535,VIP Movement,Gotri Crossroad,22.325604429345237,73.1459996163812,Traffic diversion at Gotri Crossroad for VIP convoy.,Major,CCTV Analysis,Resolved
f78aadab-be71-4584-9124-3f6e5c304d8a,2025-12-21T10:45:41.003535,Vehicle Breakdown,Genda Circle,22.32079523282708,73.1685581302818,Stalled vehicle blocking one lane at Genda Circle.,Moderate,Traffic Police Feed,Resolved
d513902c-942b-4362-ba64-5196eeb54cb5,2025-12-17T17:02:41.003535,Accident,Kalaghoda Circle,22.309823642708867,73.18191457093677,Collision reported near Kalaghoda Circle. EXPECT DELAYS.,Major,CCTV Analysis,Resolved
9d0fdb0c-6671-4776-9ce1-1619e60bc9d2,2025-12-25T22:19:49.003535,Water Logging,Gotri Crossroad,22.325446596226836,73.14401450181545,Water accumulation at Gotri Crossroad due to rain.,moderate,Twitter,Resolved
3f06cd0f-ba8d-4df7-bbb9-61055e2b877a,2026-01-29T07:17:42.003535,Accident,L&T Circle,22.314716484588935,73.20415886461248,Collision reported near L&T Circle. EXPECT DELAYS.,Critical,CCTV Analysis,Active
b80a332f-c405-4b74-b8e3-b12d4c3126a9,2025-11-19T13:26:10.003535,Road Closure,Fatehgunj Circle,22.324839923759704,73.19273268665711,Road Closure reported at Fatehgunj Circle.,Moderate,Twitter,Resolved
f78768ce-7df1-4044-8540-e4db0ccbadd6,2025-12-19T01:54:52.003535,Water Logging,Akshar Chowk,22.287969989327703,73.17141511000762,Water accumulation at Akshar Chowk due to rain.,moderate,CCTV Analysis,Resolved
ff4ae90f-ca38-4fb7-8d17-e970099a6503,2025-11-29T07:25:10.003535,Vehicle Breakdown,Gotri Crossroad,22.32578038119624,73.14505004156402,Stalled vehicle blocking one lane at Gotri Crossroad.,Moderate,Twitter,Resolved
d91f9d97-7973-4a2c-8741-aef26d755d7f,2025-11-19T01:20:31.003535,Heavy Traffic,Dairy Den Circle,22.31195172549183,73.18579374636816,Heavy Traffic reported at Dairy Den Circle.,Moderate,CCTV Analysis,Resolved
6767f6a3-46eb-4a71-9bbe-cf4bdbcd5ad3,2025-11-16T07:54:16.003535,Water Logging,Genda Circle,22.322065300941482,73.16914434047335,Water accumulation at Genda Circle due to rain.,moderate,CCTV Analysis,Resolved
51c98917-f952-499d-a0d0-49f79034c091,2026-01-14T19:09:32.003535,VIP Movement,Gotri Crossroad,22.32474736073395,73.14557277782113,Traffic diversion at Gotri Crossroad for VIP convoy.,Major,CCTV Analysis,Resolved
1cbf80a3-832c-4f65-880f-c0d61a8f025c,2025-11-25T11:32:40.003535,Water Logging,Golden Chowkdi,22.344055201339646,73.2352860571015,Water accumulation at Golden Chowkdi due to rain.,moderate,Twitter,Resolved
1baa9d76-8517-4aff-a792-feef8bdb8cb2,2025-11-11T17:16:14.003535,VIP Movement,Fatehgunj Circle,22.325486331213835,73.19336352745538,Traffic diversion at Fatehgunj Circle for VIP convoy.,Major,Traffic Police Feed,Resolved
26e64f9b-0b1d-471e-9549-b1aaf9ac1516,2025-12-02T19:35:09.003535,Vehicle Breakdown,Gotri Crossroad,22.324245118986326,73.14405347814638,Stalled vehicle blocking one lane at Gotri Crossroad.,Moderate,CCTV Analysis,Resolved
dc1bb5e8-5836-43bb-8da3-900088940bd3,2026-01-09T18:41:54.003535,VIP Movement,Sama Savli Crossroad,22.349975824286858,73.19950405967931,Traffic diversion at Sama Savli Crossroad for VIP convoy.,Major,Traffic Police Feed,Resolved
843506ab-e9df-4f44-a6e9-c2c04f212740,2025-12-22T14:21:08.003535,Water Logging,Gotri Crossroad,22.32454651996944,73.14566800653316,Water accumulation at Gotri Crossroad due to rain.,moderate,Twitter,Resolved
