timestamp,date,condition,rainfall_mm,PM2.5,PM10,NO2,SO2,AQI,Category
2020-01-04 17:00:00,2020-01-04,Clear,0.0,73.36,141.48,30.5,6.16,183,Moderate
2020-01-04 18:00:00,2020-01-04,Clear,0.0,73.36,141.48,30.5,6.16,183,Moderate
2020-01-04 19:00:00,2020-01-04,Clear,0.0,73.36,141.48,30.5,6.16,183,Moderate
2020-01-04 20:00:00,2020-01-04,Clear,0.0,73.36,141.48,30.5,6.16,183,Moderate
2020-01-04 21:00:00,2020-01-04,Clear,0.0,73.36,141.48,30.5,6.16,183,Moderate
2020-01-04 22:00:00,2020-01-04,Clear,0.0,73.36,141.48,30.5,6.16,183,Moderate
2020-01-04 23:00:00,2020-01-04,Clear,0.0,73.36,141.48,30.5,6.16,183,Moderate
2020-01-05 00:00:00,2020-01-05,Clear,0.0,78.48,115.33,32.79,5.32,196,Moderate
2020-01-05 01:00:00,2020-01-05,Clear,0.0,78.48,115.33,32.79,5.32,196,Moderate
2020-01-05 02:00:00,2020-01-05,Clear,0.0,78.48,115.33,32.79,5.32,196,Moderate
2020-01-05 03:00:00,2020-01-05,Clear,0.0,78.48,115.33,32.79,5.32,196,Moderate
2020-01-05 04:00:00,2020-01-05,Clear,0.0,78.48,115.33,32.79,5.32,196,Moderate
2020-01-05 05:00:00,2020-01-05,Clear,0.0,78.48,115.33,32.79,5.32,196,Moderate
2020-01-05 06:00:00,2020-01-05,Clear,0.0,78.48,115.33,32.79,5.32,196,Moderate
2020-01-05 07:00:00,2020-01-05,Clear,0.0,78.48,115.33,32.79,5.32,196,Moderate
2020-01-05 08:00:00,2020-01-05,Clear,0.0,78.48,115.33,32.79,5.32,196,Moderate
2020-01-05 09:00:00,2020-01-05,Clear,0.0,78.48,115.33,32.79,5.32,196,Moderate
2020-01-05 10:00:00,2020-01-05,Clear,0.0,78.48,115.33,32.79,5.32,196,Moderate
2020-01-05 11:00:00,2020-01-05,Clear,0.0,78.48,115.33,32.79,5.32,196,Moderate
2020-01-05 12:00:00,2020-01-05,Clear,0.0,78.48,115.33,32.79,5.32,196,Moderate
2020-01-05 13:00:00,2020-01-05,Clear,0.0,78.48,115.33,32.79,5.32,196,Moderate
2020-01-05 14:00:00,2020-01-05,Clear,0.0,78.48,115.33,32.79,5.32,196,Moderate
2020-01-05 15:00:00,2020-01-05,Clear,0.0,78.48,115.33,32.79,5.32,196,Moderate
2020-01-05 16:00:00,2020-01-05,Clear,0.0,78.48,115.33,32.79,5.32,196,Moderate
2020-01-05 17:00:00,2020-01-05,Clear,0.0,78.48,115.33,32.79,5.32,196,Moderate
2020-01-05 18:00:00,2020-01-05,Clear,0.0,78.48,115.33,32.79,5.32,196,Moderate
2020-01-05 19:00:00,2020-01-05,Clear,0.0,78.48,115.33,32.79,5.32,196,Moderate
2020-01-05 20:00:00,2020-01-05,Clear,0.0,78.48,115.33,32.79,5.32,196,Moderate
2020-01-05 21:00:00,2020-01-05,Clear,0.0,78.48,115.33,32.79,5.32,196,Moderate
2020-01-05 22:00:00,2020-01-05,Clear,0.0,78.48,115.33,32.79,5.32,196,Moderate
2020-01-05 23:00:00,2020-01-05,Clear,0.0,78.48,115.33,32.79,5.32,196,Moderate
2020-01-06 00:00:00,2020-01-06,Clear,0.0,61.14,123.59,36.23,7.69,152,Moderate
2020-01-06 01:00:00,2020-01-06,Clear,0.0,61.14,123.59,36.23,7.69,152,Moderate
2020-01-06 02:00:00,2020-01-06,Clear,0.0,61.14,123.59,36.23,7.69,152,Moderate
2020-01-06 03:00:00,2020-01-06,Clear,0.0,61.14,123.59,36.23,7.69,152,Moderate
2020-01-06 04:00:00,2020-01-06,Clear,0.0,61.14,123.59,36.23,7.69,152,Moderate
2020-01-06 05:00:00,2020-01-06,Clear,0.0,61.14,123.59,36.23,7.69,152,Moderate
2020-01-06 06:00:00,2020-01-06,Clear,0.0,61.14,123.59,36.23,7.69,152,Moderate
2020-01-06 07:00:00,2020-01-06,Clear,0.0,61.14,123.59,36.23,7.69,152,Moderate
2020-01-06 08:00:00,2020-01-06,Clear,0.0,61.14,123.59,36.23,7.69,152,Moderate
2020-01-06 09:00:00,2020-01-06,Clear,0.0,61.14,123.59,36.23,7.69,152,Moderate
2020-01-06 10:00:00,2020-01-06,Clear,0.0,61.14,123.59,36.23,7.69,152,Moderate
2020-01-06 11:00:00,2020-01-06,Clear,0.0,61.14,123.59,36.23,7.69,152,Moderate
2020-01-06 12:00:00,2020-01-06,Clear,0.0,61.14,123.59,36.23,7.69,152,Moderate
2020-01-06 13:00:00,2020-01-06,Clear,0.0,61.14,123.59,36.23,7.69,152,Moderate
2020-01-06 14:00:00,2020-01-06,Clear,0.0,61.14,123.59,36.23,7.69,152,Moderate
2020-01-06 15:00:00,2020-01-06,Clear,0.0,61.14,123.59,36.23,7.69,152,Moderate
2020-01-06 16:00:00,2020-01-06,Clear,0.0,61.14,123.59,36.23,7.69,152,Moderate
2020-01-06 17:00:00,2020-01-06,Clear,0.0,61.14,123.59,36.23,7.69,152,Moderate
2020-01-06 18:00:00,2020-01-06,Clear,0.0,61.14,123.59,36.23,7.69,152,Moderate
2020-01-06 19:00:00,2020-01-06,Clear,0.0,61.14,123.59,36.23,7.69,152,Moderate
2020-01-06 20:00:00,2020-01-06,Clear,0.0,61.14,123.59,36.23,7.69,152,Moderate
2020-01-06 21:00:00,2020-01-06,Clear,0.0,61.14,123.59,36.23,7.69,152,Moderate
2020-01-06 22:00:00,2020-01-06,Clear,0.0,61.14,123.59,36.23,7.69,152,Moderate
2020-01-06 23:00:00,2020-01-06,Clear,0.0,61.14,123.59,36.23,7.69,152,Moderate
2020-01-07 00:00:00,2020-01-07,Clear,0.0,58.06,132.42,31.88,5.77,145,Moderate
2020-01-07 01:00:00,2020-01-07,Clear,0.0,58.06,132.42,31.88,5.77,145,Moderate
2020-01-07 02:00:00,2020-01-07,Clear,0.0,58.06,132.42,31.88,5.77,145,Moderate
2020-01-07 03:00:00,2020-01-07,Clear,0.0,58.06,132.42,31.88,5.77,145,Moderate
2020-01-07 04:00:00,2020-01-07,Clear,0.0,58.06,132.42,31.88,5.77,145,Moderate
2020-01-07 05:00:00,2020-01-07,Clear,0.0,58.06,132.42,31.88,5.77,145,Moderate
2020-01-07 06:00:00,2020-01-07,Clear,0.0,58.06,132.42,31.88,5.77,145,Moderate
2020-01-07 07:00:00,2020-01-07,Clear,0.0,58.06,132.42,31.88,5.77,145,Moderate
2020-01-07 08:00:00,2020-01-07,Clear,0.0,58.06,132.42,31.88,5.77,145,Moderate
2020-01-07 09:00:00,2020-01-07,Clear,0.0,58.06,132.42,31.88,5.77,145,Moderate
2020-01-07 10:00:00,2020-01-07,Clear,0.0,58.06,132.42,31.88,5.77,145,Moderate
2020-01-07 11:00:00,2020-01-07,Clear,0.0,58.06,132.42,31.88,5.77,145,Moderate
2020-01-07 12:00:00,2020-01-07,Clear,0.0,58.06,132.42,31.88,5.77,145,Moderate
2020-01-07 13:00:00,2020-01-07,Clear,0.0,58.06,132.42,31.88,5.77,145,Moderate
2020-01-07 14:00:00,2020-01-07,Clear,0.0,58.06,132.42,31.88,5.77,145,Moderate
2020-01-07 15:00:00,2020-01-07,Clear,0.0,58.06,132.42,31.88,5.77,145,Moderate
2020-01-07 16:00:00,2020-01-07,Clear,0.0,58.06,132.42,31.88,5.77,145,Moderate
2020-01-07 17:00:00,2020-01-07,Clear,0.0,58.06,132.42,31.88,5.77,145,Moderate
2020-01-07 18:00:00,2020-01-07,Clear,0.0,58.06,132.42,31.88,5.77,145,Moderate
2020-01-07 19:00:00,2020-01-07,Clear,0.0,58.06,132.42,31.88,5.77,145,Moderate
2020-01-07 20:00:00,2020-01-07,Clear,0.0,58.06,132.42,31.88,5.77,145,Moderate
2020-01-07 21:00:00,2020-01-07,Clear,0.0,58.06,132.42,31.88,5.77,145,Moderate
2020-01-07 22:00:00,2020-01-07,Clear,0.0,58.06,132.42,31.88,5.77,145,Moderate
2020-01-07 23:00:00,2020-01-07,Clear,0.0,58.06,132.42,31.88,5.77,145,Moderate
2020-01-08 00:00:00,2020-01-08,Clear,0.0,88.49,152.52,52.44,7.99,221,Poor
2020-01-08 01:00:00,2020-01-08,Clear,0.0,88.49,152.52,52.44,7.99,221,Poor
2020-01-08 02:00:00,2020-01-08,Clear,0.0,88.49,152.52,52.44,7.99,221,Poor
2020-01-08 03:00:00,2020-01-08,Clear,0.0,88.49,152.52,52.44,7.99,221,Poor
2020-01-08 04:00:00,2020-01-08,Clear,0.0,88.49,152.52,52.44,7.99,221,Poor
2020-01-08 05:00:00,2020-01-08,Clear,0.0,88.49,152.52,52.44,7.99,221,Poor
2020-01-08 06:00:00,2020-01-08,Clear,0.0,88.49,152.52,52.44,7.99,221,Poor
2020-01-08 07:00:00,2020-01-08,Clear,0.0,88.49,152.52,52.44,7.99,221,Poor
2020-01-08 08:00:00,2020-01-08,Clear,0.0,88.49,152.52,52.44,7.99,221,Poor
2020-01-08 09:00:00,2020-01-08,Clear,0.0,88.49,152.52,52.44,7.99,221,Poor
2020-01-08 10:00:00,2020-01-08,Clear,0.0,88.49,152.52,52.44,7.99,221,Poor
2020-01-08 11:00:00,2020-01-08,Clear,0.0,88.49,152.52,52.44,7.99,221,Poor
2020-01-08 12:00:00,2020-01-08,Clear,0.0,88.49,152.52,52.44,7.99,221,Poor
2020-01-08 13:00:00,2020-01-08,Clear,0.0,88.49,152.52,52.44,7.99,221,Poor
2020-01-08 14:00:00,2020-01-08,Clear,0.0,88.49,152.52,52.44,7.99,221,Poor
2020-01-08 15:00:00,2020-01-08,Clear,0.0,88.49,152.52,52.44,7.99,221,Poor
2020-01-08 16:00:00,2020-01-08,Clear,0.0,88.49,152.52,52.44,7.99,221,Poor
2020-01-08 17:00:00,2020-01-08,Clear,0.0,88.49,152.52,52.44,7.99,221,Poor
2020-01-08 18:00:00,2020-01-08,Clear,0.0,88.49,152.52,52.44,7.99,221,Poor
2020-01-08 19:00:00,2020-01-08,Clear,0.0,88.49,152.52,52.44,7.99,221,Poor
2020-01-08 20:00:00,2020-01-08,Clear,0.0,88.49,152.52,52.44,7.99,221,Poor
2020-01-08 21:00:00,2020-01-08,Clear,0.0,88.49,152.52,52.44,7.99,221,Poor
2020-01-08 22:00:00,2020-01-08,Clear,0.0,88.49,152.52,52.44,7.99,221,Poor
2020-01-08 23:00:00,2020-01-08,Clear,0.0,88.49,152.52,52.44,7.99,221,Poor
2020-01-09 00:00:00,2020-01-09,Clear,0.0,139.19,194.47,32.0,4.54,347,Very Poor
2020-01-09 01:00:00,2020-01-09,Clear,0.0,139.19,194.47,32.0,4.54,347,Very Poor
2020-01-09 02:00:00,2020-01-09,Clear,0.0,139.19,194.47,32.0,4.54,347,Very Poor
2020-01-09 03:00:00,2020-01-09,Clear,0.0,139.19,194.47,32.0,4.54,347,Very Poor
2020-01-09 04:00:00,2020-01-09,Clear,0.0,139.19,194.47,32.0,4.54,347,Very Poor
2020-01-09 05:00:00,2020-01-09,Clear,0.0,139.19,194.47,32.0,4.54,347,Very Poor
2020-01-09 06:00:00,2020-01-09,Clear,0.0,139.19,194.47,32.0,4.54,347,Very Poor
2020-01-09 07:00:00,2020-01-09,Clear,0.0,139.19,194.47,32.0,4.54,347,Very Poor
2020-01-09 08:00:00,2020-01-09,Clear,0.0,139.19,194.47,32.0,4.54,347,Very Poor
2020-01-09 09:00:00,2020-01-09,Clear,0.0,139.19,194.47,32.0,4.54,347,Very Poor
2020-01-09 10:00:00,2020-01-09,Clear,0.0,139.19,194.47,32.0,4.54,347,Very Poor
2020-01-09 11:00:00,2020-01-09,Clear,0.0,139.19,194.47,32.0,4.54,347,Very Poor
2020-01-09 12:00:00,2020-01-09,Clear,0.0,139.19,194.47,32.0,4.54,347,Very Poor
2020-01-09 13:00:00,2020-01-09,Clear,0.0,139.19,194.47,32.0,4.54,347,Very Poor
2020-01-09 14:00:00,2020-01-09,Clear,0.0,139.19,194.47,32.0,4.54,347,Very Poor
2020-01-09 15:00:00,2020-01-09,Clear,0.0,139.19,194.47,32.0,4.54,347,Very Poor
2020-01-09 16:00:00,2020-01-09,Clear,0.0,139.19,194.47,32.0,4.54,347,Very Poor
2020-01-09 17:00:00,2020-01-09,Clear,0.0,139.19,194.47,32.0,4.54,347,Very Poor
2020-01-09 18:00:00,2020-01-09,Clear,0.0,139.19,194.47,32.0,4.54,347,Very Poor
2020-01-09 19:00:00,2020-01-09,Clear,0.0,139.19,194.47,32.0,4.54,347,Very Poor
2020-01-09 20:00:00,2020-01-09,Clear,0.0,139.19,194.47,32.0,4.54,347,Very Poor
2020-01-09 21:00:00,2020-01-09,Clear,0.0,139.19,194.47,32.0,4.54,347,Very Poor
2020-01-09 22:00:00,2020-01-09,Clear,0.0,139.19,194.47,32.0,4.54,347,Very Poor
2020-01-09 23:00:00,2020-01-09,Clear,0.0,139.19,194.47,32.0,4.54,347,Very Poor
2020-01-10 00:00:00,2020-01-10,Clear,0.0,74.65,175.39,47.28,3.11,186,Moderate
2020-01-10 01:00:00,2020-01-10,Clear,0.0,74.65,175.39,47.28,3.11,186,Moderate
2020-01-10 02:00:00,2020-01-10,Clear,0.0,74.65,175.39,47.28,3.11,186,Moderate
2020-01-10 03:00:00,2020-01-10,Clear,0.0,74.65,175.39,47.28,3.11,186,Moderate
2020-01-10 04:00:00,2020-01-10,Clear,0.0,74.65,175.39,47.28,3.11,186,Moderate
2020-01-10 05:00:00,2020-01-10,Clear,0.0,74.65,175.39,47.28,3.11,186,Moderate
2020-01-10 06:00:00,2020-01-10,Clear,0.0,74.65,175.39,47.28,3.11,186,Moderate
2020-01-10 07:00:00,2020-01-10,Clear,0.0,74.65,175.39,47.28,3.11,186,Moderate
2020-01-10 08:00:00,2020-01-10,Clear,0.0,74.65,175.39,47.28,3.11,186,Moderate
2020-01-10 09:00:00,2020-01-10,Clear,0.0,74.65,175.39,47.28,3.11,186,Moderate
2020-01-10 10:00:00,2020-01-10,Clear,0.0,74.65,175.39,47.28,3.11,186,Moderate
2020-01-10 11:00:00,2020-01-10,Clear,0.0,74.65,175.39,47.28,3.11,186,Moderate
2020-01-10 12:00:00,2020-01-10,Clear,0.0,74.65,175.39,47.28,3.11,186,Moderate
2020-01-10 13:00:00,2020-01-10,Clear,0.0,74.65,175.39,47.28,3.11,186,Moderate
2020-01-10 14:00:00,2020-01-10,Clear,0.0,74.65,175.39,47.28,3.11,186,Moderate
2020-01-10 15:00:00,2020-01-10,Clear,0.0,74.65,175.39,47.28,3.11,186,Moderate
2020-01-10 16:00:00,2020-01-10,Clear,0.0,74.65,175.39,47.28,3.11,186,Moderate
2020-01-10 17:00:00,2020-01-10,Clear,0.0,74.65,175.39,47.28,3.11,186,Moderate
2020-01-10 18:00:00,2020-01-10,Clear,0.0,74.65,175.39,47.28,3.11,186,Moderate
2020-01-10 19:00:00,2020-01-10,Clear,0.0,74.65,175.39,47.28,3.11,186,Moderate
2020-01-10 20:00:00,2020-01-10,Clear,0.0,74.65,175.39,47.28,3.11,186,Moderate
2020-01-10 21:00:00,2020-01-10,Clear,0.0,74.65,175.39,47.28,3.11,186,Moderate
2020-01-10 22:00:00,2020-01-10,Clear,0.0,74.65,175.39,47.28,3.11,186,Moderate
2020-01-10 23:00:00,2020-01-10,Clear,0.0,74.65,175.39,47.28,3.11,186,Moderate
2020-01-11 00:00:00,2020-01-11,Clear,0.0,56.84,122.09,50.98,5.6,142,Moderate
2020-01-11 01:00:00,2020-01-11,Clear,0.0,56.84,122.09,50.98,5.6,142,Moderate
2020-01-11 02:00:00,2020-01-11,Clear,0.0,56.84,122.09,50.98,5.6,142,Moderate
2020-01-11 03:00:00,2020-01-11,Clear,0.0,56.84,122.09,50.98,5.6,142,Moderate
2020-01-11 04:00:00,2020-01-11,Clear,0.0,56.84,122.09,50.98,5.6,142,Moderate
2020-01-11 05:00:00,2020-01-11,Clear,0.0,56.84,122.09,50.98,5.6,142,Moderate
2020-01-11 06:00:00,2020-01-11,Clear,0.0,56.84,122.09,50.98,5.6,142,Moderate
2020-01-11 07:00:00,2020-01-11,Clear,0.0,56.84,122.09,50.98,5.6,142,Moderate
2020-01-11 08:00:00,2020-01-11,Clear,0.0,56.84,122.09,50.98,5.6,142,Moderate
2020-01-11 09:00:00,2020-01-11,Clear,0.0,56.84,122.09,50.98,5.6,142,Moderate
2020-01-11 10:00:00,2020-01-11,Clear,0.0,56.84,122.09,50.98,5.6,142,Moderate
2020-01-11 11:00:00,2020-01-11,Clear,0.0,56.84,122.09,50.98,5.6,142,Moderate
2020-01-11 12:00:00,2020-01-11,Clear,0.0,56.84,122.09,50.98,5.6,142,Moderate
2020-01-11 13:00:00,2020-01-11,Clear,0.0,56.84,122.09,50.98,5.6,142,Moderate
2020-01-11 14:00:00,2020-01-11,Clear,0.0,56.84,122.09,50.98,5.6,142,Moderate
2020-01-11 15:00:00,2020-01-11,Clear,0.0,56.84,122.09,50.98,5.6,142,Moderate
2020-01-11 16:00:00,2020-01-11,Clear,0.0,56.84,122.09,50.98,5.6,142,Moderate
2020-01-11 17:00:00,2020-01-11,Clear,0.0,56.84,122.09,50.98,5.6,142,Moderate
2020-01-11 18:00:00,2020-01-11,Clear,0.0,56.84,122.09,50.98,5.6,142,Moderate
2020-01-11 19:00:00,2020-01-11,Clear,0.0,56.84,122.09,50.98,5.6,142,Moderate
2020-01-11 20:00:00,2020-01-11,Clear,0.0,56.84,122.09,50.98,5.6,142,Moderate
2020-01-11 21:00:00,2020-01-11,Clear,0.0,56.84,122.09,50.98,5.6,142,Moderate
2020-01-11 22:00:00,2020-01-11,Clear,0.0,56.84,122.09,50.98,5.6,142,Moderate
2020-01-11 23:00:00,2020-01-11,Clear,0.0,56.84,122.09,50.98,5.6,142,Moderate
2020-01-12 00:00:00,2020-01-12,Clear,0.0,105.0,175.31,39.64,2.66,262,Poor
2020-01-12 01:00:00,2020-01-12,Clear,0.0,105.0,175.31,39.64,2.66,262,Poor
2020-01-12 02:00:00,2020-01-12,Clear,0.0,105.0,175.31,39.64,2.66,262,Poor
2020-01-12 03:00:00,2020-01-12,Clear,0.0,105.0,175.31,39.64,2.66,262,Poor
2020-01-12 04:00:00,2020-01-12,Clear,0.0,105.0,175.31,39.64,2.66,262,Poor
2020-01-12 05:00:00,2020-01-12,Clear,0.0,105.0,175.31,39.64,2.66,262,Poor
2020-01-12 06:00:00,2020-01-12,Clear,0.0,105.0,175.31,39.64,2.66,262,Poor
2020-01-12 07:00:00,2020-01-12,Clear,0.0,105.0,175.31,39.64,2.66,262,Poor
2020-01-12 08:00:00,2020-01-12,Clear,0.0,105.0,175.31,39.64,2.66,262,Poor
