accident_id,timestamp,location_name,latitude,longitude,primary_vehicle,secondary_vehicle,cause,severity,weather_condition,casualties,police_station_jurisdiction,description
92ad7e78-150a-4282-a86f-d9740574097e,2024-04-16T03:18:14.639795,Dena Intersection,22.336773883107938,73.25077263678305,Car,Divider,Brake Failure,Property Damage Only,Clear,0,Harni,Property Damage Only accident at Dena Intersection involving Car and Divider. Cause: Brake Failure.
7df54677-4837-43ff-b7ef-430ed6ae86dc,2025-05-29T20:45:23.639795,Padamla,22.38167981656763,73.14885283243197,Truck,None,Stray Cattle,Property Damage Only,Clear,0,Vadodara Rural,Property Damage Only accident at Padamla involving Truck and None. Cause: Stray Cattle.
65b8d869-a2f1-4a7f-a312-dca14254a03c,2024-08-23T23:28:07.639795,Jambuva Bridge,22.226339448026085,73.18979500117406,Car,Truck,Brake Failure,Fatal,Rainy,1,Harni,Fatal accident at Jambuva Bridge involving Car and Truck. Cause: Brake Failure.
f96036cc-7cc9-4bfc-ac5a-903991d07468,2025-01-18T10:01:53.639795,Tarsali Bridge,22.24699136268262,73.20352344867405,Pedestrian,Pedestrian,Speeding,Major Injury,Clear,2,Makarpura,Major Injury accident at Tarsali Bridge involving Pedestrian and Pedestrian. Cause: Speeding.
b03f2196-c222-41f2-9135-871f09a499a9,2024-05-12T19:24:26.639795,Dena Intersection,22.33678232139668,73.25031803266613,Pedestrian,Truck,Stray Cattle,Major Injury,Clear,2,Harni,Major Injury accident at Dena Intersection involving Pedestrian and Truck. Cause: Stray Cattle.
c5761dff-0d04-44ba-af60-24caf7d3d80d,2025-06-09T18:18:27.639795,Darjipura,22.33020197235164,73.24034970150599,Bus,Divider,Drunk Driving,Fatal,Clear,2,Harni,Fatal accident at Darjipura involving Bus and Divider. Cause: Drunk Driving.
4500abcd-63d8-4a4e-902f-c30ffd2f9c15,2024-12-18T13:07:23.639795,Dena Intersection,22.333099189742764,73.25008888928244,Two-Wheeler,None,Stray Cattle,Fatal,Clear,1,Harni,Fatal accident at Dena Intersection involving Two-Wheeler and None. Cause: Stray Cattle.
b42975af-569e-416b-9553-f4d743b89491,2024-09-26T07:02:19.639795,Chhani Jakat Naka,22.354302352167267,73.18607653404122,Pedestrian,Car,Brake Failure,Property Damage Only,Clear,0,Harni,Property Damage Only accident at Chhani Jakat Naka involving Pedestrian and Car. Cause: Brake Failure.
506ea634-af02-452e-a6ca-a2d410c70aa9,2024-03-06T06:11:56.639795,Tarsali Bridge,22.24458797209881,73.20648605062172,Truck,Divider,Stray Cattle,Property Damage Only,Clear,0,Makarpura,Property Damage Only accident at Tarsali Bridge involving Truck and Divider. Cause: Stray Cattle.
8ae62264-b18c-4146-addf-6a0f36877f67,2024-11-03T12:01:34.639795,Chhani Jakat Naka,22.355595914646823,73.18551954768375,Truck,Truck,Pothole,Major Injury,Clear,1,Harni,Major Injury accident at Chhani Jakat Naka involving Truck and Truck. Cause: Pothole.
a50ba2cf-36d1-4c37-8dae-3c1aa20d5c70,2024-08-31T12:59:22.639795,Golden Chowkdi,22.34412299895807,73.23312989144067,Two-Wheeler,Bus,Wrong Side Driving,Major Injury,Rainy,2,Harni,Major Injury accident at Golden Chowkdi involving Two-Wheeler and Bus. Cause: Wrong Side Driving.
322f7d6b-bea9-487f-8a59-e138d87162d3,2024-03-12T05:27:14.639795,Padamla,22.378980284908057,73.14877667166682,Auto Rickshaw,Bus,Wrong Side Driving,Major Injury,Clear,1,Vadodara Rural,Major Injury accident at Padamla involving Auto Rickshaw and Bus. Cause: Wrong Side Driving.
b7bd8e53-7e97-4010-86e9-5288031fff1d,2025-10-24T23:44:25.639795,Kapurai Bridge (NH-48),22.259154328574635,73.21728249101137,Two-Wheeler,Pedestrian,Brake Failure,Major Injury,Clear,2,Vadodara Rural,Major Injury accident at Kapurai Bridge (NH-48) involving Two-Wheeler and Pedestrian. Cause: Brake Failure.
92878227-3e23-43cc-b1a2-ab74e62a7d56,2025-05-15T22:05:22.639795,Darjipura,22.330657538495057,73.2394478016419,Truck,Bus,Speeding,Minor Injury,Clear,0,Harni,Minor Injury accident at Darjipura involving Truck and Bus. Cause: Speeding.
b1d5ef04-8202-409b-9102-57627ddf6b5f,2025-01-12T11:04:41.639795,Golden Chowkdi,22.345198952822024,73.23497910791066,Bus,Two-Wheeler,Stray Cattle,Minor Injury,Clear,0,Harni,Minor Injury accident at Golden Chowkdi involving Bus and Two-Wheeler. Cause: Stray Cattle.
14003992-81ee-419c-962e-b2deb21d79d9,2025-05-24T08:04:08.639795,Golden Chowkdi,22.345305951723933,73.23532806855602,Two-Wheeler,None,Stray Cattle,Fatal,Clear,2,Harni,Fatal accident at Golden Chowkdi involving Two-Wheeler and None. Cause: Stray Cattle.
56b1aa58-8920-423a-bf9c-ad5f2405db96,2024-02-11T06:22:49.639795,Kapurai Bridge (NH-48),22.257507182879028,73.21838455786879,Car,Auto Rickshaw,Drunk Driving,Major Injury,Clear,1,Vadodara Rural,Major Injury accident at Kapurai Bridge (NH-48) involving Car and Auto Rickshaw. Cause: Drunk Driving.
04389b04-da4c-4684-9038-8b84ea37c0b9,2025-09-03T06:27:06.639795,Tarsali Bridge,22.245651793876043,73.20648242274638,Truck,Truck,Drunk Driving,Property Damage Only,Clear,0,Makarpura,Property Damage Only accident at Tarsali Bridge involving Truck and Truck. Cause: Drunk Driving.
1cdf30d8-0939-4db2-93e4-46153b75ef98,2025-06-02T08:56:33.639795,Kapurai Bridge (NH-48),22.259230657888445,73.21713557461248,Auto Rickshaw,Divider,Pothole,Minor Injury,Rainy,0,Vadodara Rural,Minor Injury accident at Kapurai Bridge (NH-48) involving Auto Rickshaw and Divider. Cause: Pothole.
48723a0f-ecd2-4eb9-92ba-599e2db78dde,2025-05-12T00:16:32.639795,Tarsali Bridge,22.243220418737682,73.20512117457524,Auto Rickshaw,Bus,Speeding,Property Damage Only,Clear,0,Makarpura,Property Damage Only accident at Tarsali Bridge involving Auto Rickshaw and Bus. Cause: Speeding.
234517ef-eea0-4171-a99c-32475c83b1b4,2025-09-24T19:48:09.639795,Kapurai Bridge (NH-48),22.258179258050358,73.2195374873948,Auto Rickshaw,Pedestrian,Brake Failure,Fatal,Clear,3,Vadodara Rural,Fatal accident at Kapurai Bridge (NH-48) involving Auto Rickshaw and Pedestrian. Cause: Brake Failure.
05173fd2-6c1a-471a-ad05-cafc855348c1,2025-12-14T23:00:56.639795,Golden Chowkdi,22.343073885203996,73.23300915415501,Bus,Truck,Wrong Side Driving,Major Injury,Clear,2,Harni,Major Injury accident at Golden Chowkdi involving Bus and Truck. Cause: Wrong Side Driving.
e5b6d4c6-59e7-45c2-ad87-259d42e3bed7,2025-03-04T05:31:27.639795,Chhani Jakat Naka,22.356637435542194,73.18493557437131,Auto Rickshaw,Truck,Brake Failure,Fatal,Clear,1,Harni,Fatal accident at Chhani Jakat Naka involving Auto Rickshaw and Truck. Cause: Brake Failure.
f298271b-ddde-4783-a5f7-30808e5ad9f5,2024-08-17T23:46:31.639795,Jambuva Bridge,22.228675605775646,73.19159262500494,Bus,Bus,Brake Failure,Major Injury,Clear,1,Harni,Major Injury accident at Jambuva Bridge involving Bus and Bus. Cause: Brake Failure.
741fbe4d-9061-43db-ae1a-cf24790a3891,2025-06-29T01:16:27.639795,Dena Intersection,22.335733665856935,73.24879963025167,Car,Tree,Drunk Driving,Property Damage Only,Clear,0,Harni,Property Damage Only accident at Dena Intersection involving Car and Tree. Cause: Drunk Driving.
bfa87806-ae98-480c-9e62-8b3b7cdc48c6,2024-05-14T01:32:28.639795,Padamla,22.380784645726113,73.15008455489092,Pedestrian,Pedestrian,Pothole,Fatal,Clear,3,Vadodara Rural,Fatal accident at Padamla involving Pedestrian and Pedestrian. Cause: Pothole.
c1d89c7d-b28f-45f5-979a-0d263127365a,2024-11-17T12:40:30.639795,Padamla,22.38034277365189,73.14840524483849,Truck,Car,Speeding,Property Damage Only,Clear,0,Vadodara Rural,Property Damage Only accident at Padamla involving Truck and Car. Cause: Speeding.
7c0fa3b0-18b1-485e-842b-22aca4306cdc,2025-03-11T01:12:42.639795,Kapurai Bridge (NH-48),22.258801685482076,73.21941993757027,Auto Rickshaw,Truck,Stray Cattle,Fatal,Clear,3,Vadodara Rural,Fatal accident at Kapurai Bridge (NH-48) involving Auto Rickshaw and Truck. Cause: Stray Cattle.
fc3e4b48-39c8-4a77-9cb7-e5514c39f50a,2025-02-21T19:57:25.639795,Tarsali Bridge,22.244136904661257,73.20373463349691,Truck,Car,Brake Failure,Minor Injury,Clear,0,Makarpura,Minor Injury accident at Tarsali Bridge involving Truck and Car. Cause: Brake Failure.
8f5b21e6-a7fc-4898-a819-22859863febe,2025-06-08T03:40:47.639795,Darjipura,22.329357274106822,73.24051432988557,Auto Rickshaw,Divider,Skidding due to rain,Major Injury,Rainy,1,Harni,Major Injury accident at Darjipura involving Auto Rickshaw and Divider. Cause: Skidding due to rain.
1ed3ed37-387c-4217-b71b-5bf5976bffeb,2024-10-05T20:29:51.639795,Chhani Jakat Naka,22.356055957738818,73.18649986879633,Pedestrian,None,Wrong Side Driving,Fatal,Clear,1,Harni,Fatal accident at Chhani Jakat Naka involving Pedestrian and None. Cause: Wrong Side Driving.
3f5cfbdf-de4e-4716-9478-1b8cbfd61c1d,2026-01-10T18:46:43.639795,Golden Chowkdi,22.345246449314,73.23304289955908,Bus,Truck,Pothole,Major Injury,Clear,1,Harni,Major Injury accident at Golden Chowkdi involving Bus and Truck. Cause: Pothole.
01fa888a-88a9-4dec-be15-d5b0dc862472,2025-06-21T00:03:05.639795,Tarsali Bridge,22.243079569487225,73.20467195373175,Bus,Car,Skidding due to rain,Major Injury,Rainy,2,Makarpura,Major Injury accident at Tarsali Bridge involving Bus and Car. Cause: Skidding due to rain.
7ce95a08-612d-49ff-8721-4c7501b7f099,2025-03-04T18:35:23.639795,Padamla,22.380445270954038,73.15092793374497,Two-Wheeler,Truck,Overtaking,Fatal,Clear,3,Vadodara Rural,Fatal accident at Padamla involving Two-Wheeler and Truck. Cause: Overtaking.
d7aab9c3-e238-47e4-9f4b-3bed916ea493,2025-04-09T16:41:00.639795,Tarsali Bridge,22.243062469727956,73.20352437195801,Two-Wheeler,Bus,Overtaking,Fatal,Clear,2,Makarpura,Fatal accident at Tarsali Bridge involving Two-Wheeler and Bus. Cause: Overtaking.
9d0da5eb-7615-4844-9f93-90c9e4f25013,2025-07-30T18:35:41.639795,Padamla,22.37997462672565,73.15091240048955,Two-Wheeler,Divider,Stray Cattle,Major Injury,Clear,1,Vadodara Rural,Major Injury accident at Padamla involving Two-Wheeler and Divider. Cause: Stray Cattle.
86d846c4-a41c-47f3-924b-2c6328628de8,2024-03-21T16:12:26.639795,Kapurai Bridge (NH-48),22.25665389716586,73.2173049210293,Auto Rickshaw,Bus,Drunk Driving,Property Damage Only,Clear,0,Vadodara Rural,Property Damage Only accident at Kapurai Bridge (NH-48) involving Auto Rickshaw and Bus. Cause: Drunk Driving.
4d899161-ee0d-4ba8-80ad-2543b91d526d,2024-11-16T03:19:29.639795,Tarsali Bridge,22.245201744293343,73.20552981765229,Truck,Pedestrian,Overtaking,Property Damage Only,Clear,0,Makarpura,Property Damage Only accident at Tarsali Bridge involving Truck and Pedestrian. Cause: Overtaking.
dd715151-a61c-43b1-a6b5-5bd9b7404469,2025-12-20T04:37:42.639795,Chhani Jakat Naka,22.354560100234615,73.18367824972005,Truck,Car,Drunk Driving,Property Damage Only,Clear,0,Harni,Property Damage Only accident at Chhani Jakat Naka involving Truck and Car. Cause: Drunk Driving.
fcfb55a7-67d3-47bf-aac7-1f0bb004d3a3,2024-07-23T15:33:18.639795,Darjipura,22.32959581114115,73.24118034451189,Truck,Auto Rickshaw,Wrong Side Driving,Property Damage Only,Clear,0,Harni,Property Damage Only accident at Darjipura involving Truck and Auto Rickshaw. Cause: Wrong Side Driving.
60aeac14-c113-467a-a30e-b2b4ea004c80,2025-07-08T17:43:38.639795,Dena Intersection,22.334458124271954,73.24874500779173,Pedestrian,Auto Rickshaw,Drunk Driving,Property Damage Only,Rainy,0,Harni,Property Damage Only accident at Dena Intersection involving Pedestrian and Auto Rickshaw. Cause: Drunk Driving.
2b684391-06fd-4358-9d36-7bd28ad35425,2025-04-01T16:17:22.639795,Tarsali Bridge,22.24441120186747,73.20402932129063,Two-Wheeler,None,Stray Cattle,Fatal,Clear,2,Makarpura,Fatal accident at Tarsali Bridge involving Two-Wheeler and None. Cause: Stray Cattle.
4023b1a9-aa45-48fb-9ccb-7a4fc9f30a0d,2025-12-26T02:42:10.639795,Tarsali Bridge,22.243474910333166,73.20696732527817,Two-Wheeler,Two-Wheeler,Wrong Side Driving,Property Damage Only,Clear,0,Makarpura,Property Damage Only accident at Tarsali Bridge involving Two-Wheeler and Two-Wheeler. Cause: Wrong Side Driving.
4ca793fd-d864-4037-94ab-4d07f3dd3451,2025-11-22T09:41:53.639795,Padamla,22.381660387534627,73.15144180421896,Auto Rickshaw,Two-Wheeler,Overtaking,Property Damage Only,Clear,0,Vadodara Rural,Property Damage Only accident at Padamla involving Auto Rickshaw and Two-Wheeler. Cause: Overtaking.
0254be97-46bc-44bf-9822-8ac3317eb3ce,2025-12-26T09:55:26.639795,Chhani Jakat Naka,22.355952138272222,73.18359532013746,Pedestrian,Divider,Wrong Side Driving,Fatal,Clear,3,Harni,Fatal accident at Chhani Jakat Naka involving Pedestrian and Divider. Cause: Wrong Side Driving.
bc0da829-fdcd-4a4f-b223-1f75dbc5d431,2024-05-02T11:24:47.639795,Jambuva Bridge,22.229126463179664,73.19005603295103,Auto Rickshaw,Car,Speeding,Property Damage Only,Clear,0,Harni,Property Damage Only accident at Jambuva Bridge involving Auto Rickshaw and Car. Cause: Speeding.
766af259-2117-4bca-9032-35cb2ca4d9ce,2024-08-14T07:55:47.639795,Golden Chowkdi,22.343954966458256,73.23612739643221,Bus,Two-Wheeler,Drunk Driving,Major Injury,Clear,2,Harni,Major Injury accident at Golden Chowkdi involving Bus and Two-Wheeler. Cause: Drunk Driving.
514838a0-5638-4492-9b83-9f34d6a78171,2025-11-28T08:41:09.639795,Jambuva Bridge,22.22734940040308,73.18946459152373,Bus,Tree,Pothole,Fatal,Clear,3,Harni,Fatal accident at Jambuva Bridge involving Bus and Tree. Cause: Pothole.
0d8f9eac-8fa6-49df-8ebe-2fcfe9061fe5,2024-07-22T07:52:58.639795,Dena Intersection,22.33662678575245,73.2493111008908,Pedestrian,Truck,Pothole,Major Injury,Clear,1,Harni,Major Injury accident at Dena Intersection involving Pedestrian and Truck. Cause: Pothole.
2a43b75b-00fe-4574-a2fd-019bab60ba77,2024-10-03T19:08:40.639795,Darjipura,22.33076454645143,73.24004146078505,Bus,Auto Rickshaw,Drunk Driving,Property Damage Only,Clear,0,Harni,Property Damage Only accident at Darjipura involving Bus and Auto Rickshaw. Cause: Drunk Driving.
62c7cf9d-3d11-4fce-831c-77df89cd9175,2024-09-10T13:49:19.639795,Darjipura,22.330160503451694,73.24166294484053,Truck,Pedestrian,Stray Cattle,Major Injury,Rainy,2,Harni,Major Injury accident at Darjipura involving Truck and Pedestrian. Cause: Stray Cattle.
b9c16fe1-5cc4-4b24-bfb9-a6a6b12a0502,2025-09-29T12:43:35.639795,Golden Chowkdi,22.344406388326668,73.23623838277842,Bus,Bus,Speeding,Property Damage Only,Clear,0,Harni,Property Damage Only accident at Golden Chowkdi involving Bus and Bus. Cause: Speeding.
97193841-eae7-44b8-b1da-00bbd56c3e4d,2025-06-07T01:52:52.639795,Darjipura,22.329476629872488,73.239945974404,Truck,Truck,Brake Failure,Fatal,Rainy,1,Harni,Fatal accident at Darjipura involving Truck and Truck. Cause: Brake Failure.
4f0ab5eb-68ec-4a3a-a54c-5a0062fc11ad,2025-08-31T23:30:58.639795,Dena Intersection,22.33347923589627,73.24952101710412,Pedestrian,Tree,Wrong Side Driving,Property Damage Only,Clear,0,Harni,Property Damage Only accident at Dena Intersection involving Pedestrian and Tree. Cause: Wrong Side Driving.
65c2d831-cfe2-4d9c-aa46-08cac5958e23,2024-09-13T20:22:48.639795,Tarsali Bridge,22.246604019968238,73.20508407311917,Pedestrian,Auto Rickshaw,Brake Failure,Property Damage Only,Clear,0,Makarpura,Property Damage Only accident at Tarsali Bridge involving Pedestrian and Auto Rickshaw. Cause: Brake Failure.
7233624b-20e2-4e08-908c-98171da7972f,2024-07-02T06:33:20.639795,Chhani Jakat Naka,22.35550281310983,73.18437665650947,Pedestrian,Divider,Stray Cattle,Fatal,Clear,2,Harni,Fatal accident at Chhani Jakat Naka involving Pedestrian and Divider. Cause: Stray Cattle.
5513d1d4-4a78-4a1c-8c6f-836e8815c840,2025-08-01T21:10:25.639795,Padamla,22.37899399390224,73.14978202433151,Auto Rickshaw,Bus,Wrong Side Driving,Fatal,Clear,1,Vadodara Rural,Fatal accident at Padamla involving Auto Rickshaw and Bus. Cause: Wrong Side Driving.
3d572120-09d3-4d6e-8ace-a8f84561c1d9,2024-11-26T04:20:05.639795,Chhani Jakat Naka,22.354267633053524,73.18524438216149,Truck,Auto Rickshaw,Overtaking,Property Damage Only,Clear,0,Harni,Property Damage Only accident at Chhani Jakat Naka involving Truck and Auto Rickshaw. Cause: Overtaking.
092e74db-1e99-476a-bffe-d95d4fd07880,2024-04-01T17:59:46.639795,Kapurai Bridge (NH-48),22.256704704307523,73.21719981868654,Truck,Pedestrian,Speeding,Fatal,Clear,2,Vadodara Rural,Fatal accident at Kapurai Bridge (NH-48) involving Truck and Pedestrian. Cause: Speeding.
1eab7956-48f1-49d5-9b75-765dbc93644b,2024-05-25T16:18:06.639795,Tarsali Bridge,22.24342508582906,73.20598011188575,Truck,None,Wrong Side Driving,Fatal,Clear,1,Makarpura,Fatal accident at Tarsali Bridge involving Truck and None. Cause: Wrong Side Driving.
da6bc2c3-567e-4e95-8dad-b56e3ecaefce,2025-09-20T16:04:13.639795,Darjipura,22.328368766716686,73.24007313880092,Two-Wheeler,None,Speeding,Fatal,Clear,2,Harni,Fatal accident at Darjipura involving Two-Wheeler and None. Cause: Speeding.
69d502d6-b057-486e-b7b7-b16450c3b98c,2024-07-30T09:42:26.639795,Jambuva Bridge,22.227740418364277,73.19132767793803,Car,Bus,Brake Failure,Major Injury,Clear,2,Harni,Major Injury accident at Jambuva Bridge involving Car and Bus. Cause: Brake Failure.
9ef02123-df82-41d5-8582-124ed14a927d,2024-06-30T07:50:40.639795,Jambuva Bridge,22.226923214341824,73.18972748121784,Bus,Divider,Brake Failure,Fatal,Clear,1,Harni,Fatal accident at Jambuva Bridge involving Bus and Divider. Cause: Brake Failure.
71840c47-e0c5-42f7-8f76-4a59d9000983,2024-02-07T22:27:20.639795,Jambuva Bridge,22.227998610156696,73.18924962628535,Auto Rickshaw,Auto Rickshaw,Speeding,Major Injury,Clear,1,Harni,Major Injury accident at Jambuva Bridge involving Auto Rickshaw and Auto Rickshaw. Cause: Speeding.
5b91754d-e106-4a83-a0e4-fd958fd8dec7,2024-11-15T20:43:38.639795,Jambuva Bridge,22.22856508245,73.19181638292929,Bus,None,Brake Failure,Major Injury,Clear,1,Harni,Major Injury accident at Jambuva Bridge involving Bus and None. Cause: Brake Failure.
1c9a340d-2638-4930-afa8-12e3be76f4df,2024-02-12T18:46:06.639795,Darjipura,22.32893948649317,73.23818401107619,Car,Tree,Wrong Side Driving,Property Damage Only,Clear,0,Harni,Property Damage Only accident at Darjipura involving Car and Tree. Cause: Wrong Side Driving.
080aad98-b9ce-4f26-9725-77827b8f709a,2025-03-08T09:56:38.639795,Golden Chowkdi,22.346986327572345,73.23554659951895,Car,Truck,Brake Failure,Property Damage Only,Clear,0,Harni,Property Damage Only accident at Golden Chowkdi involving Car and Truck. Cause: Brake Failure.
24b2eda2-07ce-4064-a1a3-c503c3a13df1,2024-09-17T23:50:20.639795,Chhani Jakat Naka,22.35343804638099,73.18573080073449,Pedestrian,Pedestrian,Drunk Driving,Fatal,Clear,3,Harni,Fatal accident at Chhani Jakat Naka involving Pedestrian and Pedestrian. Cause: Drunk Driving.
0909ad72-288d-4faf-8864-b02ac5178c53,2025-09-28T10:00:50.639795,Kapurai Bridge (NH-48),22.25846386794405,73.21614013086686,Pedestrian,Pedestrian,Wrong Side Driving,Minor Injury,Clear,0,Vadodara Rural,Minor Injury accident at Kapurai Bridge (NH-48) involving Pedestrian and Pedestrian. Cause: Wrong Side Driving.
5a56b958-601c-4d79-8825-a3da37725a45,2025-10-11T18:40:36.639795,Chhani Jakat Naka,22.35370159375233,73.18683931169296,Truck,Auto Rickshaw,Wrong Side Driving,Property Damage Only,Clear,0,Harni,Property Damage Only accident at Chhani Jakat Naka involving Truck and Auto Rickshaw. Cause: Wrong Side Driving.
8858e173-a901-4543-af37-c797cfe4c9a3,2025-03-06T02:50:35.639795,Chhani Jakat Naka,22.354408058637073,73.18680151114985,Auto Rickshaw,Bus,Drunk Driving,Minor Injury,Clear,0,Harni,Minor Injury accident at Chhani Jakat Naka involving Auto Rickshaw and Bus. Cause: Drunk Driving.
1fdbc9ff-b96a-41aa-b970-4ae7c167c7bf,2025-05-24T01:18:31.639795,Dena Intersection,22.33529043875918,73.25119395121551,Auto Rickshaw,Auto Rickshaw,Speeding,Fatal,Clear,1,Harni,Fatal accident at Dena Intersection involving Auto Rickshaw and Auto Rickshaw. Cause: Speeding.
1c2dff10-424c-4b1b-af95-9df150443075,2025-10-23T02:11:04.639795,Darjipura,22.33120194635465,73.23992806844686,Truck,Two-Wheeler,Drunk Driving,Major Injury,Clear,2,Harni,Major Injury accident at Darjipura involving Truck and Two-Wheeler. Cause: Drunk Driving.
2bae9bfa-688c-4a38-83a8-3b78cae926f0,2024-06-15T15:01:55.639795,Tarsali Bridge,22.243865313029517,73.2032596737906,Car,Auto Rickshaw,Speeding,Minor Injury,Clear,0,Makarpura,Minor Injury accident at Tarsali Bridge involving Car and Auto Rickshaw. Cause: Speeding.
a78cee47-9565-4585-8256-3ed536126177,2025-10-24T08:57:48.639795,Kapurai Bridge (NH-48),22.258795102335306,73.21873795595063,Car,None,Drunk Driving,Fatal,Clear,2,Vadodara Rural,Fatal accident at Kapurai Bridge (NH-48) involving Car and None. Cause: Drunk Driving.
79bd5dbf-e795-4ae7-b422-7fd15654466e,2025-09-23T23:46:08.639795,Tarsali Bridge,22.243356588078214,73.2046950866926,Auto Rickshaw,Truck,Wrong Side Driving,Fatal,Rainy,2,Makarpura,Fatal accident at Tarsali Bridge involving Auto Rickshaw and Truck. Cause: Wrong Side Driving.
a3019c94-2065-4e8f-90bd-48cb370b4349,2025-12-28T03:26:30.639795,Darjipura,22.328069159297325,73.24095818043115,Truck,Pedestrian,Brake Failure,Property Damage Only,Clear,0,Harni,Property Damage Only accident at Darjipura involving Truck and Pedestrian. Cause: Brake Failure.
55bd643f-792b-457c-98b1-4c499993596d,2024-04-07T10:09:00.639795,Chhani Jakat Naka,22.35443446170455,73.18523103337965,Car,Tree,Drunk Driving,Major Injury,Clear,2,Harni,Major Injury accident at Chhani Jakat Naka involving Car and Tree. Cause: Drunk Driving.
6ae345ee-a9e3-4699-8ab1-a0c2259d531e,2025-08-22T15:32:45.639795,Chhani Jakat Naka,22.3549325566924,73.18367241559982,Bus,Divider,Wrong Side Driving,Property Damage Only,Clear,0,Harni,Property Damage Only accident at Chhani Jakat Naka involving Bus and Divider. Cause: Wrong Side Driving.
75eaaf4d-0282-4ed9-9b84-dfbc158de2db,2025-08-31T15:05:33.639795,Padamla,22.380906748447668,73.15100724728275,Auto Rickshaw,None,Drunk Driving,Minor Injury,Clear,0,Vadodara Rural,Minor Injury accident at Padamla involving Auto Rickshaw and None. Cause: Drunk Driving.
5ee2eeff-c928-4d9a-90ff-78c83825eb67,2024-05-25T16:51:32.639795,Tarsali Bridge,22.246765735161137,73.20439450851727,Two-Wheeler,Truck,Wrong Side Driving,Minor Injury,Clear,0,Makarpura,Minor Injury accident at Tarsali Bridge involving Two-Wheeler and Truck. Cause: Wrong Side Driving.
40048cff-4878-4b97-b0b1-c62f4256d21e,2024-09-15T13:21:19.639795,Tarsali Bridge,22.245512439680798,73.20404548313387,Two-Wheeler,Auto Rickshaw,Drunk Driving,Property Damage Only,Rainy,0,Makarpura,Property Damage Only accident at Tarsali Bridge involving Two-Wheeler and Auto Rickshaw. Cause: Drunk Driving.
ef7200f4-9ba7-4652-85f9-ab7e42c41dbf,2024-10-31T09:14:32.639795,Dena Intersection,22.335191393377304,73.24936713231865,Auto Rickshaw,Two-Wheeler,Speeding,Major Injury,Clear,2,Harni,Major Injury accident at Dena Intersection involving Auto Rickshaw and Two-Wheeler. Cause: Speeding.
27167757-96e5-49b0-94e4-7f9d823837ab,2025-08-17T10:20:34.639795,Kapurai Bridge (NH-48),22.25809086974267,73.21644969469163,Car,Divider,Brake Failure,Fatal,Clear,1,Vadodara Rural,Fatal accident at Kapurai Bridge (NH-48) involving Car and Divider. Cause: Brake Failure.
4a19d40f-de66-40fb-a5eb-47baeefca58c,2024-08-27T17:44:37.639795,Padamla,22.378389503933285,73.14907420590532,Car,Tree,Wrong Side Driving,Major Injury,Clear,2,Vadodara Rural,Major Injury accident at Padamla involving Car and Tree. Cause: Wrong Side Driving.
a80d14ce-244f-4f2d-a409-87248ae7ef9a,2025-06-20T09:58:54.639795,Darjipura,22.329233773578103,73.24150996431779,Bus,Car,Drunk Driving,Minor Injury,Clear,0,Harni,Minor Injury accident at Darjipura involving Bus and Car. Cause: Drunk Driving.
9c6402cb-7e0a-4d9b-a0d6-a8c59cae4d43,2025-11-29T10:47:01.639795,Padamla,22.380731648918836,73.1512043981193,Truck,Truck,Speeding,Fatal,Clear,2,Vadodara Rural,Fatal accident at Padamla involving Truck and Truck. Cause: Speeding.
fe07618c-1118-4f44-9f7b-113c808d81cc,2025-04-05T10:08:26.639795,Golden Chowkdi,22.345909647110656,73.23474193005556,Pedestrian,None,Stray Cattle,Property Damage Only,Clear,0,Harni,Property Damage Only accident at Golden Chowkdi involving Pedestrian and None. Cause: Stray Cattle.
23193fe9-2bf8-480e-8d91-f2d94c9440c6,2024-02-10T01:03:10.639795,Chhani Jakat Naka,22.353037286008718,73.18458488880073,Car,Two-Wheeler,Speeding,Major Injury,Clear,2,Harni,Major Injury accident at Chhani Jakat Naka involving Car and Two-Wheeler. Cause: Speeding.
243945c4-d7f4-4243-bd2a-46f119b76255,2025-10-14T18:41:16.639795,Golden Chowkdi,22.343211137506685,73.23617166170045,Truck,Two-Wheeler,Overtaking,Major Injury,Clear,2,Harni,Major Injury accident at Golden Chowkdi involving Truck and Two-Wheeler. Cause: Overtaking.
937094f1-c904-40cc-8320-03194caf7739,2025-07-10T06:34:10.639795,Kapurai Bridge (NH-48),22.257816851761177,73.21673829234429,Bus,Tree,Drunk Driving,Fatal,Clear,2,Vadodara Rural,Fatal accident at Kapurai Bridge (NH-48) involving Bus and Tree. Cause: Drunk Driving.
99b312c0-2639-43ec-ace5-c18aa69f2a96,2025-09-16T00:08:27.639795,Padamla,22.381672388242237,73.15002039506818,Two-Wheeler,Tree,Stray Cattle,Minor Injury,Clear,0,Vadodara Rural,Minor Injury accident at Padamla involving Two-Wheeler and Tree. Cause: Stray Cattle.
b9a152dd-c8e6-4886-a8c0-40f698151d17,2024-05-14T23:10:02.639795,Golden Chowkdi,22.344243713951,73.23559560752368,Two-Wheeler,Pedestrian,Drunk Driving,Minor Injury,Clear,0,Harni,Minor Injury accident at Golden Chowkdi involving Two-Wheeler and Pedestrian. Cause: Drunk Driving.
69ac391c-abac-4fed-b04e-bd98a345288d,2025-10-13T01:04:33.639795,Tarsali Bridge,22.245124667796485,73.20349794097363,Car,Truck,Speeding,Major Injury,Clear,2,Makarpura,Major Injury accident at Tarsali Bridge involving Car and Truck. Cause: Speeding.
